Date,Sector,Net
2019-01-15,Materials,0.03
2019-01-15,Health Care,0.01
2019-01-15,IT,0
2019-01-15,Currency,0
2019-01-15,Industrials,0.15
2019-01-15,Index,0.04
2019-01-15,Real Estate,0.05
2019-01-15,Cons. Disc.,0.35
2019-01-15,Financials,0.17
2019-01-15,Comm. Services,0.06
2019-01-16,Real Estate,0.05
2019-01-16,Health Care,0.01
2019-01-16,IT,0
2019-01-16,Industrials,0.15
2019-01-16,Cons. Disc.,0.35
2019-01-16,Cons. Staples,0.12
2019-01-16,Currency,0
2019-01-16,Index,0.04
2019-01-16,Financials,0.17
2019-01-16,Materials,0.03
2019-01-16,Comm. Services,0.06
2019-01-17,Health Care,0.01
2019-01-17,Cons. Staples,0.12
2019-01-17,Financials,0.17
2019-01-17,Cons. Disc.,0.35
2019-01-17,Industrials,0.15
2019-01-17,Comm. Services,0.06
2019-01-17,Real Estate,0.05
2019-01-17,Materials,0.02
2019-01-17,IT,0
2019-01-17,Index,0.04
2019-01-17,Currency,0
2019-01-18,Comm. Services,0.07
2019-01-18,Industrials,0.15
2019-01-18,Cons. Disc.,0.35
2019-01-18,Currency,0
2019-01-18,Real Estate,0.05
2019-01-18,Index,0.04
2019-01-18,IT,0
2019-01-18,Materials,0.03
2019-01-18,Cons. Staples,0.12
2019-01-18,Health Care,0.01
2019-01-18,Financials,0.17
2019-01-21,Financials,0.17
2019-01-21,Health Care,0.01
2019-01-21,Index,0.04
2019-01-21,Currency,0
2019-01-21,Real Estate,0.05
2019-01-21,Cons. Staples,0.12
2019-01-21,Cons. Disc.,0.35
2019-01-21,IT,0
2019-01-21,Materials,0.03
2019-01-21,Comm. Services,0.07
2019-01-21,Industrials,0.15
2019-01-22,Real Estate,0.05
2019-01-22,Cons. Disc.,0.35
2019-01-22,IT,0
2019-01-22,Financials,0.17
2019-01-22,Currency,0
2019-01-22,Comm. Services,0.07
2019-01-22,Materials,0.03
2019-01-22,Index,0.04
2019-01-22,Industrials,0.15
2019-01-22,Cons. Staples,0.12
2019-01-22,Health Care,0.01
2019-01-23,IT,0
2019-01-23,Cons. Disc.,0.35
2019-01-23,Industrials,0.15
2019-01-23,Comm. Services,0.07
2019-01-23,Materials,0.03
2019-01-23,Index,0.04
2019-01-23,Financials,0.17
2019-01-23,Currency,0
2019-01-23,Health Care,0.01
2019-01-23,Cons. Staples,0.12
2019-01-23,Real Estate,0.05
2019-01-24,Index,0.04
2019-01-24,IT,0
2019-01-24,Comm. Services,0.06
2019-01-24,Materials,0.03
2019-01-24,Real Estate,0.05
2019-01-24,Industrials,0.15
2019-01-24,Health Care,0.01
2019-01-24,Currency,0
2019-01-24,Cons. Staples,0.12
2019-01-24,Financials,0.17
2019-01-24,Cons. Disc.,0.35
2019-01-25,Cons. Staples,0.12
2019-01-25,Index,0.04
2019-01-25,Materials,0.03
2019-01-25,Currency,0
2019-01-25,Comm. Services,0.06
2019-01-25,Cons. Disc.,0.34
2019-01-25,Real Estate,0.05
2019-01-25,Industrials,0.15
2019-01-25,Financials,0.17
2019-01-25,Health Care,0.01
2019-01-28,Cons. Staples,0.12
2019-01-28,Real Estate,0.05
2019-01-28,Comm. Services,0.06
2019-01-28,Health Care,0.01
2019-01-28,Cons. Disc.,0.34
2019-01-28,Currency,0
2019-01-28,Financials,0.17
2019-01-28,Industrials,0.15
2019-01-28,Materials,0.03
2019-01-28,Index,0.04
2019-01-29,Index,0.05
2019-01-29,Comm. Services,0.06
2019-01-29,Cons. Disc.,0.34
2019-01-29,Financials,0.16
2019-01-29,Currency,0
2019-01-29,Real Estate,0.05
2019-01-29,Health Care,0.01
2019-01-29,Cons. Staples,0.12
2019-01-29,Materials,0.03
2019-01-29,Industrials,0.15
2019-01-30,Industrials,0.15
2019-01-30,Health Care,0.01
2019-01-30,Currency,0
2019-01-30,Financials,0.16
2019-01-30,Index,0.05
2019-01-30,Materials,0.03
2019-01-30,Cons. Disc.,0.34
2019-01-30,Cons. Staples,0.12
2019-01-30,Real Estate,0.05
2019-01-30,Comm. Services,0.06
2019-01-31,Materials,0.03
2019-01-31,Currency,0
2019-01-31,Financials,0.16
2019-01-31,Cons. Disc.,0.34
2019-01-31,Real Estate,0.05
2019-01-31,Cons. Staples,0.13
2019-01-31,Index,0.05
2019-01-31,Health Care,0.01
2019-01-31,Comm. Services,0.06
2019-01-31,Industrials,0.15
2019-02-01,Cons. Staples,0.12
2019-02-01,Financials,0.17
2019-02-01,Currency,0
2019-02-01,Cons. Disc.,0.35
2019-02-01,Comm. Services,0.06
2019-02-01,Real Estate,0.05
2019-02-01,Index,0.05
2019-02-01,Industrials,0.15
2019-02-01,Health Care,0.01
2019-02-01,Materials,0.03
2019-02-04,Real Estate,0.05
2019-02-04,Industrials,0.15
2019-02-04,Index,0.05
2019-02-04,Materials,0.03
2019-02-04,Financials,0.17
2019-02-04,Comm. Services,0.06
2019-02-04,Currency,0
2019-02-04,Cons. Disc.,0.34
2019-02-04,Cons. Staples,0.13
2019-02-04,Health Care,0.01
2019-02-05,Financials,0.17
2019-02-05,Industrials,0.15
2019-02-05,Currency,0
2019-02-05,Real Estate,0.05
2019-02-05,Cons. Staples,0.13
2019-02-05,Health Care,0.01
2019-02-05,Cons. Disc.,0.34
2019-02-05,Comm. Services,0.06
2019-02-05,Index,0.05
2019-02-05,Materials,0.03
2019-02-06,Comm. Services,0.06
2019-02-06,Index,0.05
2019-02-06,Real Estate,0.05
2019-02-06,Currency,0
2019-02-06,Cons. Disc.,0.34
2019-02-06,Health Care,0.01
2019-02-06,Industrials,0.15
2019-02-06,Financials,0.17
2019-02-06,Materials,0.03
2019-02-06,Cons. Staples,0.12
2019-02-07,Industrials,0.15
2019-02-07,Index,0.05
2019-02-07,Currency,0
2019-02-07,Cons. Staples,0.12
2019-02-07,Health Care,0.01
2019-02-07,Real Estate,0.05
2019-02-07,Financials,0.17
2019-02-07,Comm. Services,0.06
2019-02-07,Cons. Disc.,0.35
2019-02-07,Materials,0.03
2019-02-08,Comm. Services,0.06
2019-02-08,Health Care,0
2019-02-08,Real Estate,0.05
2019-02-08,Materials,0.03
2019-02-08,Financials,0.17
2019-02-08,Industrials,0.15
2019-02-08,Cons. Staples,0.12
2019-02-08,Index,0.05
2019-02-08,Cons. Disc.,0.34
2019-02-08,Currency,0
2019-02-11,Health Care,0
2019-02-11,Industrials,0.15
2019-02-11,Index,0.05
2019-02-11,Currency,0
2019-02-11,Cons. Disc.,0.35
2019-02-11,Cons. Staples,0.12
2019-02-11,Financials,0.17
2019-02-11,Comm. Services,0.06
2019-02-11,Materials,0.03
2019-02-11,Real Estate,0.05
2019-02-12,Materials,0.03
2019-02-12,Index,0.05
2019-02-12,Currency,0
2019-02-12,Real Estate,0.05
2019-02-12,Comm. Services,0.06
2019-02-12,Industrials,0.15
2019-02-12,Cons. Disc.,0.35
2019-02-12,Financials,0.17
2019-02-12,Cons. Staples,0.13
2019-02-13,Materials,0.03
2019-02-13,Industrials,0.14
2019-02-13,Currency,0
2019-02-13,Index,0.06
2019-02-13,Financials,0.17
2019-02-13,Cons. Staples,0.13
2019-02-13,Cons. Disc.,0.34
2019-02-13,Comm. Services,0.06
2019-02-13,Real Estate,0.05
2019-02-14,Index,0.07
2019-02-14,Real Estate,0.05
2019-02-14,Industrials,0.14
2019-02-14,Comm. Services,0.06
2019-02-14,Financials,0.16
2019-02-14,Cons. Staples,0.13
2019-02-14,Cons. Disc.,0.34
2019-02-14,Currency,0
2019-02-14,Materials,0.03
2019-02-15,Index,0.07
2019-02-15,Real Estate,0.05
2019-02-15,Comm. Services,0.06
2019-02-15,Cons. Disc.,0.34
2019-02-15,Materials,0.03
2019-02-15,Financials,0.16
2019-02-15,Currency,0
2019-02-15,Cons. Staples,0.13
2019-02-15,Industrials,0.14
2019-02-18,Cons. Disc.,0.33
2019-02-18,Materials,0.03
2019-02-18,Index,0.07
2019-02-18,Cons. Staples,0.13
2019-02-18,Real Estate,0.05
2019-02-18,Comm. Services,0.06
2019-02-18,Currency,0
2019-02-18,Industrials,0.14
2019-02-18,Financials,0.16
2019-02-19,Real Estate,0.05
2019-02-19,Materials,0.03
2019-02-19,Comm. Services,0.06
2019-02-19,Cons. Staples,0.13
2019-02-19,Financials,0.16
2019-02-19,Currency,0
2019-02-19,IT,0
2019-02-19,Index,0.07
2019-02-19,Cons. Disc.,0.33
2019-02-19,Industrials,0.14
2019-02-20,Materials,0.03
2019-02-20,Real Estate,0.05
2019-02-20,Cons. Disc.,0.33
2019-02-20,Comm. Services,0.06
2019-02-20,Financials,0.16
2019-02-20,Index,0.07
2019-02-20,Cons. Staples,0.13
2019-02-20,Currency,0
2019-02-20,Industrials,0.14
2019-02-20,IT,0
2019-02-21,IT,0
2019-02-21,Comm. Services,0.06
2019-02-21,Financials,0.16
2019-02-21,Cons. Disc.,0.33
2019-02-21,Currency,0
2019-02-21,Cons. Staples,0.13
2019-02-21,Index,0.07
2019-02-21,Real Estate,0.05
2019-02-21,Industrials,0.14
2019-02-21,Materials,0.03
2019-02-22,Financials,0.16
2019-02-22,Cons. Staples,0.13
2019-02-22,Materials,0.03
2019-02-22,Industrials,0.14
2019-02-22,IT,0
2019-02-22,Comm. Services,0.06
2019-02-22,Currency,0
2019-02-22,Real Estate,0.05
2019-02-22,Cons. Disc.,0.33
2019-02-22,Index,0.07
2019-02-25,Real Estate,0.05
2019-02-25,Index,0.07
2019-02-25,Cons. Disc.,0.33
2019-02-25,Comm. Services,0.06
2019-02-25,Currency,0
2019-02-25,Industrials,0.13
2019-02-25,Cons. Staples,0.13
2019-02-25,IT,0
2019-02-25,Financials,0.16
2019-02-25,Materials,0.03
2019-02-26,Currency,0
2019-02-26,Materials,0.04
2019-02-26,Index,0.07
2019-02-26,Real Estate,0.05
2019-02-26,Cons. Staples,0.13
2019-02-26,Comm. Services,0.06
2019-02-26,IT,0
2019-02-26,Industrials,0.13
2019-02-26,Financials,0.16
2019-02-26,Cons. Disc.,0.33
2019-02-27,IT,0
2019-02-27,Materials,0.04
2019-02-27,Index,0.07
2019-02-27,Cons. Disc.,0.33
2019-02-27,Comm. Services,0.06
2019-02-27,Financials,0.16
2019-02-27,Real Estate,0.05
2019-02-27,Industrials,0.13
2019-02-27,Cons. Staples,0.13
2019-02-27,Currency,0
2019-02-28,Index,0.06
2019-02-28,Currency,0
2019-02-28,Real Estate,0.05
2019-02-28,Cons. Disc.,0.33
2019-02-28,Comm. Services,0.07
2019-02-28,Cons. Staples,0.14
2019-02-28,IT,0
2019-02-28,Industrials,0.13
2019-02-28,Materials,0.04
2019-02-28,Financials,0.16
2019-03-01,Currency,0
2019-03-01,IT,0
2019-03-01,Comm. Services,0.07
2019-03-01,Financials,0.17
2019-03-01,Real Estate,0.05
2019-03-01,Materials,0.04
2019-03-01,Index,0.06
2019-03-01,Cons. Disc.,0.34
2019-03-01,Industrials,0.13
2019-03-01,Cons. Staples,0.13
2019-03-04,Cons. Staples,0.14
2019-03-04,Industrials,0.13
2019-03-04,Real Estate,0.05
2019-03-04,Index,0.05
2019-03-04,Financials,0.17
2019-03-04,Cons. Disc.,0.35
2019-03-04,Currency,0
2019-03-04,Comm. Services,0.06
2019-03-04,Materials,0.04
2019-03-04,Health Care,0
2019-03-04,IT,0
2019-03-05,Industrials,0.13
2019-03-05,Cons. Disc.,0.35
2019-03-05,Comm. Services,0.06
2019-03-05,Real Estate,0.05
2019-03-05,Financials,0.17
2019-03-05,Index,0.04
2019-03-05,IT,0
2019-03-05,Materials,0.04
2019-03-05,Health Care,0
2019-03-05,Cons. Staples,0.13
2019-03-05,Currency,0
2019-03-06,Currency,0
2019-03-06,IT,0
2019-03-06,Materials,0.04
2019-03-06,Real Estate,0.05
2019-03-06,Financials,0.18
2019-03-06,Comm. Services,0.06
2019-03-06,Industrials,0.13
2019-03-06,Health Care,0
2019-03-06,Index,0.04
2019-03-06,Cons. Staples,0.13
2019-03-06,Cons. Disc.,0.35
2019-03-07,Financials,0.18
2019-03-07,Comm. Services,0.06
2019-03-07,Index,0.04
2019-03-07,IT,0
2019-03-07,Real Estate,0.05
2019-03-07,Cons. Staples,0.13
2019-03-07,Currency,0
2019-03-07,Materials,0.04
2019-03-07,Health Care,0
2019-03-07,Industrials,0.13
2019-03-07,Cons. Disc.,0.35
2019-03-08,Health Care,0
2019-03-08,Currency,0
2019-03-08,IT,0
2019-03-08,Financials,0.18
2019-03-08,Index,0.04
2019-03-08,Industrials,0.13
2019-03-08,Comm. Services,0.06
2019-03-08,Materials,0.04
2019-03-08,Real Estate,0.05
2019-03-08,Cons. Disc.,0.35
2019-03-08,Cons. Staples,0.13
2019-03-11,Comm. Services,0.06
2019-03-11,Real Estate,0.05
2019-03-11,Financials,0.18
2019-03-11,Index,0.04
2019-03-11,Health Care,0
2019-03-11,Materials,0.04
2019-03-11,Currency,0
2019-03-11,Industrials,0.13
2019-03-11,Cons. Staples,0.13
2019-03-11,IT,0
2019-03-11,Cons. Disc.,0.36
2019-03-12,Health Care,0
2019-03-12,Real Estate,0.05
2019-03-12,Industrials,0.13
2019-03-12,Financials,0.18
2019-03-12,Currency,0
2019-03-12,Cons. Staples,0.13
2019-03-12,Materials,0.04
2019-03-12,IT,0
2019-03-12,Comm. Services,0.06
2019-03-12,Cons. Disc.,0.35
2019-03-12,Index,0.04
2019-03-13,Materials,0.04
2019-03-13,Cons. Disc.,0.35
2019-03-13,Cons. Staples,0.13
2019-03-13,Comm. Services,0.06
2019-03-13,IT,0
2019-03-13,Currency,0
2019-03-13,Financials,0.18
2019-03-13,Real Estate,0.05
2019-03-13,Industrials,0.13
2019-03-13,Health Care,0
2019-03-13,Index,0.04
2019-03-14,Real Estate,0.05
2019-03-14,Cons. Staples,0.13
2019-03-14,Materials,0.04
2019-03-14,Comm. Services,0.06
2019-03-14,Index,0.04
2019-03-14,Health Care,0
2019-03-14,Industrials,0.13
2019-03-14,Financials,0.18
2019-03-14,Cons. Disc.,0.35
2019-03-14,Currency,0
2019-03-14,IT,0
2019-03-15,Index,0.03
2019-03-15,Cons. Disc.,0.35
2019-03-15,IT,0
2019-03-15,Cons. Staples,0.13
2019-03-15,Financials,0.18
2019-03-15,Materials,0.04
2019-03-15,Currency,0
2019-03-15,Industrials,0.13
2019-03-15,Health Care,0
2019-03-15,Comm. Services,0.07
2019-03-15,Real Estate,0.05
2019-03-18,Real Estate,0.05
2019-03-18,Financials,0.18
2019-03-18,Cons. Disc.,0.35
2019-03-18,Cons. Staples,0.13
2019-03-18,IT,0
2019-03-18,Materials,0.04
2019-03-18,Comm. Services,0.07
2019-03-18,Index,0.03
2019-03-18,Industrials,0.12
2019-03-18,Currency,0
2019-03-18,Health Care,0
2019-03-19,IT,0.01
2019-03-19,Real Estate,0.05
2019-03-19,Cons. Staples,0.13
2019-03-19,Index,0.03
2019-03-19,Financials,0.18
2019-03-19,Cons. Disc.,0.35
2019-03-19,Industrials,0.12
2019-03-19,Comm. Services,0.07
2019-03-19,Currency,0
2019-03-19,Health Care,0
2019-03-19,Materials,0.04
2019-03-20,Health Care,0
2019-03-20,Real Estate,0.05
2019-03-20,Industrials,0.12
2019-03-20,Index,0.03
2019-03-20,Materials,0.04
2019-03-20,Cons. Disc.,0.34
2019-03-20,Cons. Staples,0.13
2019-03-20,Financials,0.18
2019-03-20,IT,0.01
2019-03-20,Comm. Services,0.08
2019-03-20,Currency,0
2019-03-21,Industrials,0.12
2019-03-21,Cons. Disc.,0.34
2019-03-21,Comm. Services,0.08
2019-03-21,Health Care,0
2019-03-21,Real Estate,0.05
2019-03-21,Currency,0
2019-03-21,Index,0.02
2019-03-21,Cons. Staples,0.13
2019-03-21,Materials,0.04
2019-03-21,Financials,0.18
2019-03-21,IT,0.01
2019-03-22,Index,0.02
2019-03-22,Financials,0.18
2019-03-22,Health Care,0
2019-03-22,IT,0.01
2019-03-22,Industrials,0.12
2019-03-22,Currency,0
2019-03-22,Comm. Services,0.09
2019-03-22,Real Estate,0.05
2019-03-22,Cons. Disc.,0.34
2019-03-22,Materials,0.04
2019-03-22,Cons. Staples,0.13
2019-03-25,Comm. Services,0.09
2019-03-25,Cons. Staples,0.13
2019-03-25,Cons. Disc.,0.33
2019-03-25,Real Estate,0.05
2019-03-25,Financials,0.18
2019-03-25,Materials,0.04
2019-03-25,IT,0.01
2019-03-25,Industrials,0.12
2019-03-25,Health Care,0
2019-03-25,Index,0.02
2019-03-25,Currency,0
2019-03-26,Materials,0.04
2019-03-26,Real Estate,0.05
2019-03-26,Financials,0.18
2019-03-26,Health Care,0
2019-03-26,Cons. Disc.,0.33
2019-03-26,Industrials,0.11
2019-03-26,Currency,0
2019-03-26,Index,0.03
2019-03-26,Cons. Staples,0.13
2019-03-26,Comm. Services,0.09
2019-03-26,IT,0.01
2019-03-27,Currency,0
2019-03-27,Real Estate,0.05
2019-03-27,Financials,0.19
2019-03-27,Industrials,0.11
2019-03-27,IT,0.01
2019-03-27,Cons. Disc.,0.33
2019-03-27,Comm. Services,0.1
2019-03-27,Cons. Staples,0.13
2019-03-27,Health Care,0
2019-03-27,Materials,0.04
2019-03-27,Index,0.02
2019-03-28,Industrials,0.11
2019-03-28,Financials,0.19
2019-03-28,Materials,0.04
2019-03-28,Comm. Services,0.1
2019-03-28,IT,0.01
2019-03-28,Cons. Disc.,0.32
2019-03-28,Currency,0
2019-03-28,Health Care,0
2019-03-28,Cons. Staples,0.13
2019-03-28,Real Estate,0.05
2019-03-28,Index,0.02
2019-03-29,Financials,0.19
2019-03-29,Industrials,0.12
2019-03-29,Index,0.01
2019-03-29,Currency,0
2019-03-29,Comm. Services,0.1
2019-03-29,Real Estate,0.05
2019-03-29,IT,0.01
2019-03-29,Cons. Staples,0.14
2019-03-29,Health Care,0
2019-03-29,Materials,0.04
2019-03-29,Cons. Disc.,0.33
2019-04-01,Health Care,0
2019-04-01,Comm. Services,0.1
2019-04-01,Materials,0.04
2019-04-01,Cons. Disc.,0.33
2019-04-01,IT,0.01
2019-04-01,Industrials,0.12
2019-04-01,Cons. Staples,0.14
2019-04-01,Financials,0.19
2019-04-01,Real Estate,0.05
2019-04-01,Index,0.01
2019-04-01,Currency,0
2019-04-02,Currency,0
2019-04-02,IT,0.02
2019-04-02,Health Care,0
2019-04-02,Cons. Staples,0.14
2019-04-02,Index,0.01
2019-04-02,Real Estate,0.05
2019-04-02,Financials,0.19
2019-04-02,Materials,0.04
2019-04-02,Cons. Disc.,0.32
2019-04-02,Comm. Services,0.1
2019-04-02,Industrials,0.12
2019-04-03,Cons. Disc.,0.32
2019-04-03,Financials,0.19
2019-04-03,Currency,0
2019-04-03,Materials,0.04
2019-04-03,Health Care,0
2019-04-03,Real Estate,0.05
2019-04-03,Industrials,0.12
2019-04-03,Cons. Staples,0.14
2019-04-03,IT,0.02
2019-04-03,Index,0
2019-04-03,Comm. Services,0.1
2019-04-04,Financials,0.19
2019-04-04,IT,0.02
2019-04-04,Currency,0
2019-04-04,Real Estate,0.05
2019-04-04,Health Care,0
2019-04-04,Index,0
2019-04-04,Cons. Disc.,0.32
2019-04-04,Materials,0.04
2019-04-04,Industrials,0.12
2019-04-04,Cons. Staples,0.14
2019-04-04,Comm. Services,0.1
2019-04-05,Index,0
2019-04-05,Health Care,0
2019-04-05,IT,0.02
2019-04-05,Currency,0
2019-04-05,Industrials,0.12
2019-04-05,Materials,0.04
2019-04-05,Real Estate,0.05
2019-04-05,Financials,0.19
2019-04-05,Comm. Services,0.1
2019-04-05,Cons. Disc.,0.32
2019-04-05,Cons. Staples,0.14
2019-04-08,Cons. Staples,0.14
2019-04-08,Health Care,0
2019-04-08,Real Estate,0.05
2019-04-08,Currency,0
2019-04-08,Financials,0.19
2019-04-08,IT,0.02
2019-04-08,Industrials,0.12
2019-04-08,Index,0
2019-04-08,Cons. Disc.,0.31
2019-04-08,Comm. Services,0.1
2019-04-08,Materials,0.04
2019-04-09,Index,0
2019-04-09,Real Estate,0.05
2019-04-09,Financials,0.19
2019-04-09,Materials,0.04
2019-04-09,Industrials,0.12
2019-04-09,Health Care,0
2019-04-09,Currency,0
2019-04-09,Comm. Services,0.1
2019-04-09,Cons. Staples,0.14
2019-04-09,IT,0.02
2019-04-09,Cons. Disc.,0.32
2019-04-10,Real Estate,0.05
2019-04-10,Materials,0.04
2019-04-10,Cons. Disc.,0.31
2019-04-10,Currency,0
2019-04-10,Financials,0.19
2019-04-10,Cons. Staples,0.14
2019-04-10,Index,0
2019-04-10,Health Care,0
2019-04-10,Comm. Services,0.1
2019-04-10,Industrials,0.12
2019-04-10,IT,0.02
2019-04-11,Cons. Staples,0.14
2019-04-11,Index,0
2019-04-11,Materials,0.04
2019-04-11,Health Care,0
2019-04-11,Real Estate,0.05
2019-04-11,Currency,0
2019-04-11,Financials,0.19
2019-04-11,Comm. Services,0.1
2019-04-11,Cons. Disc.,0.31
2019-04-11,Industrials,0.12
2019-04-11,IT,0.02
2019-04-12,Health Care,0
2019-04-12,Cons. Disc.,0.31
2019-04-12,Industrials,0.12
2019-04-12,Materials,0.04
2019-04-12,Currency,0
2019-04-12,Financials,0.19
2019-04-12,Real Estate,0.05
2019-04-12,Comm. Services,0.1
2019-04-12,Index,0
2019-04-12,Cons. Staples,0.14
2019-04-12,IT,0.02
2019-04-15,Materials,0.04
2019-04-15,Health Care,0
2019-04-15,IT,0.02
2019-04-15,Real Estate,0.05
2019-04-15,Comm. Services,0.1
2019-04-15,Currency,0
2019-04-15,Index,0
2019-04-15,Industrials,0.12
2019-04-15,Cons. Staples,0.14
2019-04-15,Cons. Disc.,0.31
2019-04-15,Financials,0.19
2019-04-16,Currency,0
2019-04-16,Real Estate,0.05
2019-04-16,Materials,0.04
2019-04-16,Cons. Disc.,0.31
2019-04-16,Industrials,0.12
2019-04-16,Health Care,0
2019-04-16,Index,0
2019-04-16,Cons. Staples,0.14
2019-04-16,Financials,0.19
2019-04-16,Comm. Services,0.11
2019-04-16,IT,0.02
2019-04-17,Index,0
2019-04-17,Health Care,0
2019-04-17,Materials,0.04
2019-04-17,Comm. Services,0.11
2019-04-17,Cons. Disc.,0.31
2019-04-17,IT,0.02
2019-04-17,Industrials,0.12
2019-04-17,Real Estate,0.05
2019-04-17,Currency,0
2019-04-17,Cons. Staples,0.14
2019-04-17,Financials,0.19
2019-04-18,Health Care,0
2019-04-18,IT,0.02
2019-04-18,Industrials,0.12
2019-04-18,Financials,0.19
2019-04-18,Index,0
2019-04-18,Real Estate,0.05
2019-04-18,Materials,0.04
2019-04-18,Cons. Disc.,0.31
2019-04-18,Cons. Staples,0.14
2019-04-18,Comm. Services,0.11
2019-04-18,Currency,0
2019-04-19,Currency,0
2019-04-19,Real Estate,0.05
2019-04-19,Financials,0.19
2019-04-19,Materials,0.04
2019-04-19,IT,0.02
2019-04-19,Comm. Services,0.11
2019-04-19,Health Care,0
2019-04-19,Cons. Disc.,0.31
2019-04-19,Cons. Staples,0.14
2019-04-19,Industrials,0.12
2019-04-19,Index,0
2019-04-22,Health Care,0
2019-04-22,Cons. Staples,0.14
2019-04-22,IT,0.02
2019-04-22,Real Estate,0.05
2019-04-22,Financials,0.19
2019-04-22,Currency,0
2019-04-22,Materials,0.04
2019-04-22,Index,0
2019-04-22,Cons. Disc.,0.31
2019-04-22,Industrials,0.12
2019-04-22,Comm. Services,0.11
2019-04-23,Health Care,0
2019-04-23,Index,0.01
2019-04-23,Real Estate,0.05
2019-04-23,Industrials,0.12
2019-04-23,Comm. Services,0.11
2019-04-23,Materials,0.04
2019-04-23,Currency,0
2019-04-23,Cons. Disc.,0.31
2019-04-23,IT,0.02
2019-04-23,Financials,0.19
2019-04-23,Cons. Staples,0.13
2019-04-24,Health Care,0
2019-04-24,Financials,0.19
2019-04-24,IT,0.02
2019-04-24,Cons. Disc.,0.31
2019-04-24,Index,0.01
2019-04-24,Real Estate,0.05
2019-04-24,Comm. Services,0.11
2019-04-24,Industrials,0.11
2019-04-24,Cons. Staples,0.13
2019-04-24,Materials,0.04
2019-04-24,Currency,0
2019-04-25,Materials,0.04
2019-04-25,Currency,0
2019-04-25,Cons. Staples,0.13
2019-04-25,Cons. Disc.,0.3
2019-04-25,Real Estate,0.05
2019-04-25,Financials,0.19
2019-04-25,Health Care,0
2019-04-25,Index,0.02
2019-04-25,Comm. Services,0.11
2019-04-25,IT,0.02
2019-04-25,Industrials,0.11
2019-04-26,IT,0.02
2019-04-26,Health Care,0
2019-04-26,Industrials,0.11
2019-04-26,Real Estate,0.05
2019-04-26,Cons. Staples,0.13
2019-04-26,Comm. Services,0.11
2019-04-26,Financials,0.19
2019-04-26,Cons. Disc.,0.3
2019-04-26,Index,0.02
2019-04-26,Currency,0
2019-04-26,Materials,0.04
2019-04-29,Currency,0
2019-04-29,Real Estate,0.05
2019-04-29,Cons. Staples,0.13
2019-04-29,IT,0.02
2019-04-29,Health Care,0
2019-04-29,Materials,0.04
2019-04-29,Cons. Disc.,0.3
2019-04-29,Index,0.02
2019-04-29,Financials,0.19
2019-04-29,Industrials,0.11
2019-04-29,Comm. Services,0.11
2019-04-30,Real Estate,0.05
2019-04-30,Cons. Staples,0.13
2019-04-30,Comm. Services,0.11
2019-04-30,Financials,0.19
2019-04-30,Materials,0.05
2019-04-30,Cons. Disc.,0.3
2019-04-30,Index,0.02
2019-04-30,IT,0.02
2019-04-30,Industrials,0.12
2019-04-30,Health Care,0
2019-04-30,Currency,0
2019-05-01,Industrials,0.12
2019-05-01,Materials,0.05
2019-05-01,IT,0.02
2019-05-01,Currency,0
2019-05-01,Index,0.02
2019-05-01,Real Estate,0.05
2019-05-01,Comm. Services,0.11
2019-05-01,Cons. Disc.,0.3
2019-05-01,Financials,0.19
2019-05-01,Health Care,0
2019-05-01,Cons. Staples,0.13
2019-05-02,Comm. Services,0.11
2019-05-02,Financials,0.18
2019-05-02,Health Care,0
2019-05-02,Industrials,0.12
2019-05-02,Currency,0
2019-05-02,Cons. Disc.,0.29
2019-05-02,Materials,0.05
2019-05-02,Index,0.02
2019-05-02,IT,0.02
2019-05-02,Real Estate,0.05
2019-05-02,Cons. Staples,0.13
2019-05-03,IT,0.02
2019-05-03,Real Estate,0.05
2019-05-03,Materials,0.05
2019-05-03,Industrials,0.12
2019-05-03,Comm. Services,0.11
2019-05-03,Currency,0
2019-05-03,Health Care,0
2019-05-03,Cons. Staples,0.13
2019-05-03,Financials,0.18
2019-05-03,Index,0.02
2019-05-03,Cons. Disc.,0.29
2019-05-06,Comm. Services,0.12
2019-05-06,Cons. Disc.,0.29
2019-05-06,Real Estate,0.05
2019-05-06,Currency,0
2019-05-06,Financials,0.18
2019-05-06,Industrials,0.12
2019-05-06,IT,0.02
2019-05-06,Materials,0.05
2019-05-06,Health Care,0
2019-05-06,Cons. Staples,0.13
2019-05-06,Index,0.03
2019-05-07,IT,0.02
2019-05-07,Materials,0.05
2019-05-07,Comm. Services,0.11
2019-05-07,Health Care,0
2019-05-07,Cons. Staples,0.13
2019-05-07,Cons. Disc.,0.29
2019-05-07,Real Estate,0.05
2019-05-07,Currency,0
2019-05-07,Financials,0.18
2019-05-07,Industrials,0.12
2019-05-07,Index,0.02
2019-05-08,Real Estate,0.05
2019-05-08,Financials,0.18
2019-05-08,Cons. Staples,0.12
2019-05-08,Materials,0.05
2019-05-08,Comm. Services,0.11
2019-05-08,Industrials,0.12
2019-05-08,Currency,0
2019-05-08,IT,0.03
2019-05-08,Health Care,0
2019-05-08,Index,0.02
2019-05-08,Cons. Disc.,0.3
2019-05-09,Comm. Services,0.11
2019-05-09,Index,0.02
2019-05-09,Currency,0
2019-05-09,Cons. Staples,0.12
2019-05-09,Industrials,0.12
2019-05-09,Health Care,0
2019-05-09,Real Estate,0.05
2019-05-09,Cons. Disc.,0.3
