Trade_Dt,Annl Fund ,Annl Benchmark,Ann'l Fund Vol,Ann'l Benchmark Vol,Max Drawdown - Fund,Max Drawdown - Bench Mark,Sharpe - Fund,Sharpe - Benchmark,Sortino - Fund,Sortino - Benchmark
06-12-2019,6.25%,0.098343992,11.07%,0.12503412,21.06%,21.06%,0.38,0.38,0.53,0.53
6/13/2019,6.36%,0.096542709,11.07%,0.124963743,21.06%,21.06%,0.38,0.38,0.54,0.54
6/14/2019,5.90%,0.093471941,11.08%,0.124946061,21.06%,21.06%,0.35,0.35,0.48,0.48
6/17/2019,5.72%,0.091628218,11.07%,0.124877732,21.06%,21.06%,0.33,0.33,0.46,0.46
6/18/2019,5.90%,0.097008971,11.07%,0.125028908,21.06%,21.06%,0.34,0.34,0.48,0.48
6/19/2019,6.09%,0.102918295,11.06%,0.125228826,21.06%,21.06%,0.36,0.36,0.51,0.51
6/20/2019,6.73%,0.109309181,11.10%,0.125475725,21.06%,21.06%,0.42,0.42,0.59,0.59
6/21/2019,6.74%,0.108915402,11.09%,0.125379645,21.06%,21.06%,0.42,0.42,0.59,0.59
6/24/2019,6.65%,0.109192928,11.08%,0.125282994,21.06%,21.06%,0.41,0.41,0.58,0.58
6/25/2019,6.32%,0.106099984,11.08%,0.125266109,21.06%,21.06%,0.38,0.38,0.54,0.54
6/26/2019,6.51%,0.107122606,11.08%,0.125177837,21.06%,21.06%,0.4,0.4,0.56,0.56
6/27/2019,6.82%,0.110055373,11.08%,0.125153135,21.06%,21.06%,0.43,0.43,0.6,0.6
6/28/2019,6.88%,0.109895908,11.07%,0.125056928,21.06%,21.06%,0.43,0.43,0.6,0.6
07-01-2019,6.96%,0.113542983,11.06%,0.125072111,21.06%,21.06%,0.44,0.44,0.61,0.61
07-02-2019,7.02%,0.113660848,11.05%,0.124976104,21.06%,21.06%,0.44,0.44,0.62,0.62
07-03-2019,7.23%,0.111947103,11.05%,0.124905136,21.06%,21.06%,0.46,0.46,0.65,0.65
07-04-2019,7.43%,0.114003792,11.05%,0.124844701,21.06%,21.06%,0.48,0.48,0.67,0.67
07-05-2019,7.26%,0.111949986,11.04%,0.124785005,21.06%,21.06%,0.46,0.46,0.65,0.65
07-08-2019,6.59%,0.106445837,11.08%,0.124944638,21.06%,21.06%,0.4,0.4,0.57,0.57
07-09-2019,6.87%,0.104803979,11.08%,0.124872691,21.06%,21.06%,0.43,0.43,0.6,0.6
07-10-2019,7.31%,0.107278138,11.09%,0.124829762,21.06%,21.06%,0.47,0.47,0.66,0.66
07-11-2019,7.94%,0.109718075,11.12%,0.124785436,21.06%,21.06%,0.52,0.52,0.73,0.73
07-12-2019,7.64%,0.107886847,11.12%,0.124719674,21.06%,21.06%,0.5,0.5,0.7,0.7
7/15/2019,7.33%,0.110544854,11.12%,0.124685405,21.06%,21.06%,0.47,0.47,0.66,0.66
7/16/2019,7.01%,0.111469092,11.13%,0.124598167,21.06%,21.06%,0.44,0.44,0.62,0.62
7/17/2019,6.83%,0.109435714,11.12%,0.124539759,21.06%,21.06%,0.42,0.42,0.6,0.6
7/18/2019,6.73%,0.108022313,11.11%,0.124463277,21.06%,21.06%,0.42,0.42,0.59,0.59
7/19/2019,6.22%,0.110223083,11.13%,0.124411046,21.06%,21.06%,0.37,0.37,0.52,0.52
7/22/2019,5.78%,0.108620582,11.15%,0.124339936,21.06%,21.06%,0.33,0.33,0.47,0.47
7/23/2019,5.35%,0.109130668,11.16%,0.124248699,21.06%,21.06%,0.3,0.3,0.42,0.42
7/24/2019,5.17%,0.108940231,11.15%,0.124155883,21.06%,21.06%,0.28,0.28,0.39,0.39
7/25/2019,5.29%,0.108597628,11.14%,0.124064016,21.06%,21.06%,0.29,0.29,0.41,0.41
7/26/2019,5.39%,0.106204811,11.14%,0.124021599,21.06%,21.06%,0.3,0.3,0.42,0.42
7/29/2019,5.21%,0.104904188,11.13%,0.123944134,21.06%,21.06%,0.28,0.28,0.4,0.4
7/30/2019,5.02%,0.103753588,11.13%,0.123863663,21.06%,21.06%,0.27,0.27,0.38,0.38
7/31/2019,5.14%,0.101210437,11.12%,0.123829121,21.06%,21.06%,0.28,0.28,0.39,0.39
08-01-2019,4.95%,0.096148234,11.12%,0.123964813,21.06%,21.06%,0.26,0.26,0.37,0.37
08-02-2019,5.10%,0.087661429,11.11%,0.124513249,21.06%,21.06%,0.27,0.27,0.38,0.38
08-05-2019,3.73%,0.074995615,11.30%,0.125850004,21.06%,21.06%,0.15,0.15,0.22,0.22
08-06-2019,3.79%,0.074777336,11.30%,0.125757378,21.06%,21.06%,0.16,0.16,0.22,0.22
08-07-2019,3.68%,0.074669885,11.29%,0.125664598,21.06%,21.06%,0.15,0.15,0.21,0.21
08-08-2019,4.68%,0.079368166,11.39%,0.125777328,21.06%,21.06%,0.24,0.24,0.33,0.33
08-09-2019,4.94%,0.077995888,11.39%,0.125702316,21.06%,21.06%,0.26,0.26,0.37,0.37
08-12-2019,4.40%,0.075238274,11.41%,0.125680601,21.06%,21.06%,0.21,0.21,0.3,0.3
8/13/2019,4.10%,0.072961997,11.42%,0.125636953,21.06%,21.06%,0.19,0.19,0.26,0.26
8/14/2019,3.66%,0.071081382,11.43%,0.125578323,21.06%,21.06%,0.15,0.15,0.21,0.21
8/15/2019,3.50%,0.070617995,11.42%,0.125488491,21.06%,21.06%,0.13,0.13,0.19,0.19
8/16/2019,3.85%,0.073384187,11.43%,0.125468778,21.06%,21.06%,0.16,0.16,0.23,0.23
8/19/2019,4.06%,0.076323576,11.43%,0.125458293,21.06%,21.06%,0.18,0.18,0.26,0.26
8/20/2019,3.82%,0.077190729,11.42%,0.12537369,21.06%,21.06%,0.16,0.16,0.23,0.23
8/21/2019,3.64%,0.078301368,11.42%,0.125293764,21.06%,21.06%,0.15,0.15,0.21,0.21
8/22/2019,3.21%,0.075211695,11.43%,0.125292607,21.44%,21.44%,0.11,0.11,0.15,0.15
8/23/2019,2.70%,0.074302703,11.45%,0.12520967,22.49%,22.49%,0.06,0.06,0.09,0.09
8/26/2019,2.39%,0.069074125,11.45%,0.125377359,23.12%,23.12%,0.04,0.04,0.05,0.05
8/27/2019,2.45%,0.070513738,11.45%,0.125306198,23.12%,23.12%,0.04,0.04,0.06,0.06
8/28/2019,2.44%,0.070766114,11.44%,0.12521618,23.12%,23.12%,0.04,0.04,0.06,0.06
8/29/2019,2.66%,0.072660244,11.44%,0.125159922,23.12%,23.12%,0.06,0.06,0.09,0.09
8/30/2019,3.02%,0.078253739,11.44%,0.125370788,23.12%,23.12%,0.09,0.09,0.13,0.13
