trade_dt,Ticker_Und,VaR90D%
9/19/2017,ALFAA MM Equity,0.00000
9/19/2017,MPI PM Equity,-0.00051
9/19/2017,CIFC IN Equity,-0.00065
9/19/2017,SRCM IN Equity,-0.00089
9/19/2017,LAME4 BZ Equity,0.00000
9/19/2017,PI IN Equity,-0.00054
9/19/2017,4613 JT Equity,0.00018
9/19/2017,PAG IN Equity,-0.00154
9/19/2017,JPYUSD Curncy,-0.00007
9/19/2017,MIKA IJ Equity,0.00006
9/19/2017,URC PM Equity,-0.00015
9/19/2017,MRCO IN Equity,-0.00050
9/19/2017,KINO IJ Equity,-0.00002
9/19/2017,MGLU3 BZ Equity,-0.00003
9/19/2017,2199 HK Equity,-0.00033
9/19/2017,ICT PM Equity,-0.00008
9/19/2017,6409 TT Equity,-0.00054
9/19/2017,ALSEA* MM Equity,-0.00085
9/19/2017,EIM IN Equity,-0.00047
9/19/2017,CPN TB Equity,0.00002
9/19/2017,RBK IN Equity,-0.00051
9/19/2017,TVSL IN Equity,-0.00147
9/20/2017,MGLU3 BZ Equity,-0.00004
9/20/2017,EEM US Equity,-0.00045
9/20/2017,GFREGIO MM Equity,-0.00019
9/20/2017,RAIL3 BZ Equity,-0.00191
9/20/2017,ALFAA MM Equity,0.00000
9/20/2017,ICT PM Equity,-0.00006
9/20/2017,PAG IN Equity,-0.00155
9/20/2017,EIM IN Equity,-0.00047
9/20/2017,ALSEA* MM Equity,-0.00086
9/20/2017,PI IN Equity,-0.00054
9/20/2017,6409 TT Equity,-0.00053
9/20/2017,KINO IJ Equity,-0.00002
9/20/2017,MIKA IJ Equity,0.00005
9/20/2017,JPYUSD Curncy,-0.00007
9/20/2017,LAME4 BZ Equity,0.00000
9/20/2017,4613 JT Equity,0.00015
9/20/2017,CPN TB Equity,0.00003
9/20/2017,RBK IN Equity,-0.00051
9/20/2017,CIFC IN Equity,-0.00063
9/20/2017,SRCM IN Equity,-0.00088
9/20/2017,TVSL IN Equity,-0.00146
9/20/2017,MPI PM Equity,-0.00049
9/20/2017,SECB PM Equity,0.00002
9/20/2017,URC PM Equity,-0.00014
9/20/2017,2199 HK Equity,-0.00033
9/20/2017,KLBF IJ Equity,-0.00022
9/20/2017,MRCO IN Equity,-0.00049
9/21/2017,KLBF IJ Equity,-0.00023
9/21/2017,CIFC IN Equity,-0.00062
9/21/2017,4613 JT Equity,0.00006
9/21/2017,6409 TT Equity,-0.00052
9/21/2017,MIKA IJ Equity,0.00004
9/21/2017,ALFAA MM Equity,0.00000
9/21/2017,ICT PM Equity,-0.00001
9/21/2017,MGLU3 BZ Equity,-0.00004
9/21/2017,URC PM Equity,-0.00011
9/21/2017,SECB PM Equity,0.00004
9/21/2017,MPI PM Equity,-0.00053
9/21/2017,LAME4 BZ Equity,0.00000
9/21/2017,EEM US Equity,-0.00046
9/21/2017,2199 HK Equity,-0.00036
9/21/2017,CPN TB Equity,0.00001
9/21/2017,SRCM IN Equity,-0.00085
9/21/2017,TVSL IN Equity,-0.00147
9/21/2017,RBK IN Equity,-0.00050
9/21/2017,ALSEA* MM Equity,-0.00087
9/21/2017,GFREGIO MM Equity,-0.00022
9/21/2017,EIM IN Equity,-0.00048
9/21/2017,RAIL3 BZ Equity,-0.00187
9/21/2017,JPYUSD Curncy,-0.00005
9/21/2017,PAG IN Equity,-0.00150
9/21/2017,MRCO IN Equity,-0.00055
9/21/2017,KINO IJ Equity,-0.00002
9/21/2017,PI IN Equity,-0.00053
9/22/2017,URC PM Equity,-0.00011
9/22/2017,KLBF IJ Equity,-0.00023
9/22/2017,MPI PM Equity,-0.00052
9/22/2017,CPN TB Equity,0.00001
9/22/2017,PAG IN Equity,-0.00146
9/22/2017,RAIL3 BZ Equity,-0.00199
9/22/2017,MIKA IJ Equity,0.00004
9/22/2017,6409 TT Equity,-0.00057
9/22/2017,TVSL IN Equity,-0.00139
9/22/2017,ICT PM Equity,-0.00002
9/22/2017,SRCM IN Equity,-0.00079
9/22/2017,SECB PM Equity,0.00003
9/22/2017,GFREGIO MM Equity,-0.00023
9/22/2017,EEM US Equity,-0.00045
9/22/2017,4613 JT Equity,0.00005
9/22/2017,RBK IN Equity,-0.00047
9/22/2017,2199 HK Equity,-0.00037
9/22/2017,CIFC IN Equity,-0.00058
9/22/2017,LAME4 BZ Equity,0.00000
9/22/2017,ALSEA* MM Equity,-0.00087
9/22/2017,PI IN Equity,-0.00050
9/22/2017,KINO IJ Equity,-0.00002
9/22/2017,MGLU3 BZ Equity,-0.00005
9/22/2017,JPYUSD Curncy,-0.00004
9/22/2017,ALFAA MM Equity,0.00000
9/22/2017,EIM IN Equity,-0.00047
9/22/2017,MRCO IN Equity,-0.00054
9/25/2017,SRCM IN Equity,-0.00081
9/25/2017,MPI PM Equity,-0.00054
9/25/2017,EIM IN Equity,-0.00049
9/25/2017,ICT PM Equity,-0.00022
9/25/2017,CIFC IN Equity,-0.00069
9/25/2017,EEM US Equity,-0.00035
9/25/2017,ALSEA* MM Equity,-0.00072
9/25/2017,RAIL3 BZ Equity,-0.00183
9/25/2017,CPN TB Equity,-0.00005
9/25/2017,SECB PM Equity,-0.00005
9/25/2017,KINO IJ Equity,-0.00002
9/25/2017,PI IN Equity,-0.00052
9/25/2017,6409 TT Equity,-0.00053
9/25/2017,4613 JT Equity,0.00007
9/25/2017,URC PM Equity,-0.00012
9/25/2017,KLBF IJ Equity,-0.00029
9/25/2017,TVSL IN Equity,-0.00135
9/25/2017,MRCO IN Equity,-0.00058
9/25/2017,MIKA IJ Equity,-0.00013
9/25/2017,RBK IN Equity,-0.00050
9/25/2017,JPYUSD Curncy,-0.00004
9/25/2017,PAG IN Equity,-0.00162
9/25/2017,MGLU3 BZ Equity,-0.00011
9/25/2017,ALFAA MM Equity,0.00000
9/25/2017,2199 HK Equity,-0.00041
9/25/2017,LAME4 BZ Equity,0.00000
9/25/2017,GFREGIO MM Equity,-0.00020
9/26/2017,RAIL3 BZ Equity,-0.00188
9/26/2017,4613 JT Equity,0.00007
9/26/2017,ALSEA* MM Equity,-0.00072
9/26/2017,SECB PM Equity,-0.00006
9/26/2017,2199 HK Equity,-0.00040
9/26/2017,PAG IN Equity,-0.00164
9/26/2017,LAME4 BZ Equity,0.00000
9/26/2017,6409 TT Equity,-0.00053
9/26/2017,SRCM IN Equity,-0.00080
9/26/2017,MIKA IJ Equity,-0.00014
9/26/2017,RBK IN Equity,-0.00051
9/26/2017,TVSL IN Equity,-0.00136
9/26/2017,MGLU3 BZ Equity,-0.00009
9/26/2017,MRCO IN Equity,-0.00058
9/26/2017,PI IN Equity,-0.00052
9/26/2017,URC PM Equity,-0.00012
9/26/2017,MPI PM Equity,-0.00054
9/26/2017,CPN TB Equity,-0.00005
9/26/2017,EEM US Equity,-0.00035
9/26/2017,CIFC IN Equity,-0.00069
9/26/2017,ICT PM Equity,-0.00021
9/26/2017,KINO IJ Equity,-0.00002
9/26/2017,KLBF IJ Equity,-0.00030
9/26/2017,GFREGIO MM Equity,-0.00019
9/26/2017,EIM IN Equity,-0.00049
9/26/2017,JPYUSD Curncy,-0.00004
9/27/2017,PAG IN Equity,-0.00166
9/27/2017,URC PM Equity,-0.00012
9/27/2017,SRCM IN Equity,-0.00080
9/27/2017,CPN TB Equity,-0.00003
9/27/2017,ICT PM Equity,-0.00020
9/27/2017,EEM US Equity,-0.00035
9/27/2017,MIKA IJ Equity,-0.00014
9/27/2017,TVSL IN Equity,-0.00137
9/27/2017,RBK IN Equity,-0.00055
9/27/2017,MPI PM Equity,-0.00058
9/27/2017,4613 JT Equity,0.00007
9/27/2017,LAME4 BZ Equity,0.00000
9/27/2017,JPYUSD Curncy,-0.00004
9/27/2017,MGLU3 BZ Equity,-0.00010
9/27/2017,KINO IJ Equity,-0.00002
9/27/2017,SECB PM Equity,-0.00006
9/27/2017,EIM IN Equity,-0.00050
9/27/2017,KLBF IJ Equity,-0.00026
9/27/2017,2199 HK Equity,-0.00041
9/27/2017,MRCO IN Equity,-0.00060
9/27/2017,PI IN Equity,-0.00052
9/27/2017,ALSEA* MM Equity,-0.00075
9/27/2017,GFREGIO MM Equity,-0.00022
9/27/2017,6409 TT Equity,-0.00056
9/27/2017,RAIL3 BZ Equity,-0.00192
9/27/2017,CIFC IN Equity,-0.00070
9/28/2017,4613 JT Equity,0.00008
9/28/2017,RAIL3 BZ Equity,-0.00183
9/28/2017,ICT PM Equity,-0.00023
9/28/2017,2199 HK Equity,-0.00037
9/28/2017,EIM IN Equity,-0.00051
9/28/2017,MIKA IJ Equity,-0.00015
9/28/2017,GFREGIO MM Equity,-0.00024
9/28/2017,SECB PM Equity,-0.00004
9/28/2017,KLBF IJ Equity,-0.00024
9/28/2017,CIFC IN Equity,-0.00066
9/28/2017,KINO IJ Equity,-0.00002
9/28/2017,MGLU3 BZ Equity,-0.00084
9/28/2017,URC PM Equity,-0.00011
9/28/2017,MPI PM Equity,-0.00054
9/28/2017,LAME4 BZ Equity,0.00000
9/28/2017,CPN TB Equity,-0.00006
9/28/2017,6409 TT Equity,-0.00058
9/28/2017,RBK IN Equity,-0.00057
9/28/2017,JPYUSD Curncy,-0.00003
9/28/2017,PAG IN Equity,-0.00163
9/28/2017,EEM US Equity,-0.00027
9/28/2017,PI IN Equity,-0.00050
9/28/2017,MRCO IN Equity,-0.00054
9/28/2017,ALSEA* MM Equity,-0.00077
9/28/2017,SRCM IN Equity,-0.00078
9/28/2017,TVSL IN Equity,-0.00138
9/29/2017,SECB PM Equity,0.00004
9/29/2017,CPN TB Equity,-0.00009
9/29/2017,EEM US Equity,-0.00026
9/29/2017,SRCM IN Equity,-0.00082
9/29/2017,RBK IN Equity,-0.00057
9/29/2017,CIFC IN Equity,-0.00067
9/29/2017,ICT PM Equity,-0.00025
9/29/2017,LAME4 BZ Equity,0.00000
9/29/2017,KINO IJ Equity,-0.00002
9/29/2017,TVSL IN Equity,-0.00144
9/29/2017,URC PM Equity,-0.00011
9/29/2017,PI IN Equity,-0.00049
9/29/2017,MRCO IN Equity,-0.00052
9/29/2017,PAG IN Equity,-0.00160
9/29/2017,KLBF IJ Equity,-0.00023
9/29/2017,JPYUSD Curncy,-0.00003
9/29/2017,GFREGIO MM Equity,-0.00025
9/29/2017,MIKA IJ Equity,-0.00015
9/29/2017,ALSEA* MM Equity,-0.00075
9/29/2017,MGLU3 BZ Equity,-0.00093
9/29/2017,2199 HK Equity,-0.00035
9/29/2017,MPI PM Equity,-0.00060
9/29/2017,6409 TT Equity,-0.00043
9/29/2017,4613 JT Equity,0.00007
9/29/2017,RAIL3 BZ Equity,-0.00201
9/29/2017,EIM IN Equity,-0.00056
10/2/2017,JPYUSD Curncy,-0.00001
10/2/2017,CPN TB Equity,-0.00012
10/2/2017,KLBF IJ Equity,-0.00021
10/2/2017,4613 JT Equity,0.00007
10/2/2017,6409 TT Equity,-0.00041
10/2/2017,EEM US Equity,-0.00024
10/2/2017,GFREGIO MM Equity,-0.00028
10/2/2017,LAME4 BZ Equity,0.00000
10/2/2017,CIFC IN Equity,-0.00070
10/2/2017,2199 HK Equity,-0.00026
10/2/2017,SRCM IN Equity,-0.00074
10/2/2017,RAIL3 BZ Equity,-0.00212
10/2/2017,RBK IN Equity,-0.00056
10/2/2017,PI IN Equity,-0.00051
10/2/2017,ALSEA* MM Equity,-0.00070
10/2/2017,KINO IJ Equity,-0.00001
10/2/2017,MGLU3 BZ Equity,-0.00104
10/2/2017,MPI PM Equity,-0.00058
10/2/2017,ICT PM Equity,-0.00027
10/2/2017,PAG IN Equity,-0.00146
10/2/2017,TVSL IN Equity,-0.00146
10/2/2017,MIKA IJ Equity,-0.00023
10/2/2017,MRCO IN Equity,-0.00045
10/2/2017,EIM IN Equity,-0.00054
10/2/2017,URC PM Equity,-0.00012
10/2/2017,SECB PM Equity,0.00008
10/3/2017,GFREGIO MM Equity,-0.00027
10/3/2017,PAG IN Equity,-0.00138
10/3/2017,TVSL IN Equity,-0.00140
10/3/2017,RAIL3 BZ Equity,-0.00240
10/3/2017,JPYUSD Curncy,-0.00001
10/3/2017,KINO IJ Equity,-0.00001
10/3/2017,MRCO IN Equity,-0.00042
10/3/2017,4613 JT Equity,0.00008
10/3/2017,SECB PM Equity,0.00000
10/3/2017,LAME4 BZ Equity,0.00000
10/3/2017,KLBF IJ Equity,-0.00021
10/3/2017,CIFC IN Equity,-0.00071
10/3/2017,ICT PM Equity,-0.00027
10/3/2017,ALSEA* MM Equity,-0.00069
10/3/2017,EEM US Equity,-0.00019
10/3/2017,6409 TT Equity,-0.00040
10/3/2017,URC PM Equity,-0.00011
10/3/2017,MPI PM Equity,-0.00058
10/3/2017,MIKA IJ Equity,-0.00027
10/3/2017,SRCM IN Equity,-0.00071
10/3/2017,RBK IN Equity,-0.00056
10/3/2017,MGLU3 BZ Equity,-0.00109
10/3/2017,CPN TB Equity,-0.00009
10/3/2017,PI IN Equity,-0.00051
10/3/2017,EIM IN Equity,-0.00052
10/3/2017,2199 HK Equity,-0.00034
10/4/2017,MGLU3 BZ Equity,-0.00111
10/4/2017,6409 TT Equity,-0.00040
10/4/2017,2199 HK Equity,-0.00035
10/4/2017,CPN TB Equity,-0.00010
10/4/2017,ICT PM Equity,-0.00024
10/4/2017,CIFC IN Equity,-0.00070
10/4/2017,RAIL3 BZ Equity,-0.00236
10/4/2017,EIM IN Equity,-0.00052
10/4/2017,PAG IN Equity,-0.00148
10/4/2017,MRCO IN Equity,-0.00044
10/4/2017,JPYUSD Curncy,-0.00001
10/4/2017,ALSEA* MM Equity,-0.00068
10/4/2017,SRCM IN Equity,-0.00073
10/4/2017,MPI PM Equity,-0.00054
10/4/2017,URC PM Equity,-0.00011
10/4/2017,EEM US Equity,-0.00012
10/4/2017,LAME4 BZ Equity,0.00000
10/4/2017,PI IN Equity,-0.00051
10/4/2017,MIKA IJ Equity,-0.00025
10/4/2017,SECB PM Equity,0.00004
10/4/2017,TVSL IN Equity,-0.00140
10/4/2017,KLBF IJ Equity,-0.00024
10/4/2017,RBK IN Equity,-0.00057
10/4/2017,4613 JT Equity,0.00008
10/4/2017,KINO IJ Equity,-0.00001
10/4/2017,GFREGIO MM Equity,-0.00026
10/5/2017,RAIL3 BZ Equity,-0.00266
10/5/2017,MIKA IJ Equity,-0.00030
10/5/2017,ALSEA* MM Equity,-0.00068
10/5/2017,PAG IN Equity,-0.00153
10/5/2017,JPYUSD Curncy,0.00000
10/5/2017,4613 JT Equity,0.00004
10/5/2017,KINO IJ Equity,-0.00001
10/5/2017,ICT PM Equity,-0.00021
10/5/2017,SRCM IN Equity,-0.00069
10/5/2017,KLBF IJ Equity,-0.00028
10/5/2017,GFREGIO MM Equity,-0.00026
10/5/2017,6409 TT Equity,-0.00041
10/5/2017,MPI PM Equity,-0.00053
10/5/2017,RBK IN Equity,-0.00056
10/5/2017,2199 HK Equity,-0.00036
10/5/2017,TVSL IN Equity,-0.00135
10/5/2017,MGLU3 BZ Equity,-0.00111
10/5/2017,PI IN Equity,-0.00043
10/5/2017,MRCO IN Equity,-0.00043
10/5/2017,CPN TB Equity,-0.00010
10/5/2017,EEM US Equity,-0.00012
10/5/2017,CIFC IN Equity,-0.00069
10/5/2017,EIM IN Equity,-0.00052
10/5/2017,SECB PM Equity,0.00008
10/5/2017,LAME4 BZ Equity,0.00000
10/5/2017,URC PM Equity,-0.00011
10/6/2017,KLBF IJ Equity,-0.00028
10/6/2017,MIKA IJ Equity,-0.00031
10/6/2017,SRCM IN Equity,-0.00068
10/6/2017,MXNUSD Curncy,0.00006
10/6/2017,PI IN Equity,-0.00042
10/6/2017,4613 JT Equity,0.00002
10/6/2017,RAIL3 BZ Equity,-0.00264
10/6/2017,MRCO IN Equity,-0.00043
10/6/2017,LAME4 BZ Equity,0.00000
10/6/2017,URC PM Equity,-0.00012
10/6/2017,KINO IJ Equity,-0.00001
10/6/2017,PAG IN Equity,-0.00152
10/6/2017,RBK IN Equity,-0.00056
10/6/2017,MGLU3 BZ Equity,-0.00112
10/6/2017,EIM IN Equity,-0.00051
10/6/2017,JPYUSD Curncy,0.00000
10/6/2017,6409 TT Equity,-0.00038
10/6/2017,ICT PM Equity,-0.00020
10/6/2017,CPN TB Equity,-0.00010
10/6/2017,ALSEA* MM Equity,-0.00073
10/6/2017,SECB PM Equity,0.00008
10/6/2017,TVSL IN Equity,-0.00135
10/6/2017,MPI PM Equity,-0.00053
10/6/2017,2199 HK Equity,-0.00035
10/6/2017,EEM US Equity,-0.00012
10/6/2017,GFREGIO MM Equity,-0.00026
10/6/2017,CIFC IN Equity,-0.00068
10/9/2017,TVSL IN Equity,-0.00140
10/9/2017,2199 HK Equity,-0.00034
10/9/2017,RBK IN Equity,-0.00057
10/9/2017,MIKA IJ Equity,-0.00032
10/9/2017,PAG IN Equity,-0.00151
10/9/2017,MXNUSD Curncy,0.00007
10/9/2017,ICT PM Equity,-0.00021
10/9/2017,KLBF IJ Equity,-0.00028
10/9/2017,URC PM Equity,-0.00012
10/9/2017,LAME4 BZ Equity,0.00000
10/9/2017,KINO IJ Equity,-0.00001
10/9/2017,MPI PM Equity,-0.00053
10/9/2017,RAIL3 BZ Equity,-0.00276
10/9/2017,CPN TB Equity,-0.00010
10/9/2017,EEM US Equity,-0.00012
10/9/2017,4613 JT Equity,0.00002
10/9/2017,MRCO IN Equity,-0.00044
10/9/2017,SRCM IN Equity,-0.00068
10/9/2017,EIM IN Equity,-0.00052
10/9/2017,6409 TT Equity,-0.00038
10/9/2017,MGLU3 BZ Equity,-0.00112
10/9/2017,JPYUSD Curncy,0.00000
10/9/2017,CIFC IN Equity,-0.00069
10/9/2017,ALSEA* MM Equity,-0.00071
10/9/2017,PI IN Equity,-0.00042
10/9/2017,SECB PM Equity,0.00008
10/9/2017,GFREGIO MM Equity,-0.00026
10/10/2017,SECB PM Equity,0.00009
10/10/2017,ALSEA* MM Equity,-0.00049
10/10/2017,MPI PM Equity,-0.00046
10/10/2017,SRCM IN Equity,-0.00069
10/10/2017,MIKA IJ Equity,-0.00035
10/10/2017,MRCO IN Equity,-0.00045
10/10/2017,TVSL IN Equity,-0.00151
10/10/2017,RAIL3 BZ Equity,-0.00288
10/10/2017,ICT PM Equity,-0.00023
10/10/2017,6409 TT Equity,-0.00032
10/10/2017,PI IN Equity,-0.00044
10/10/2017,URC PM Equity,-0.00010
10/10/2017,LAME4 BZ Equity,0.00000
10/10/2017,MGLU3 BZ Equity,-0.00112
10/10/2017,JPYUSD Curncy,-0.00002
10/10/2017,4613 JT Equity,0.00002
10/10/2017,PAG IN Equity,-0.00142
10/10/2017,MXNUSD Curncy,0.00008
10/10/2017,RBK IN Equity,-0.00057
10/10/2017,KLBF IJ Equity,-0.00028
10/10/2017,EIM IN Equity,-0.00051
10/10/2017,CPN TB Equity,-0.00014
10/10/2017,2199 HK Equity,-0.00031
10/10/2017,KINO IJ Equity,-0.00001
10/10/2017,EEM US Equity,-0.00011
10/10/2017,GFREGIO MM Equity,-0.00025
10/10/2017,CIFC IN Equity,-0.00074
10/11/2017,SECB PM Equity,0.00008
10/11/2017,6409 TT Equity,-0.00020
10/11/2017,KINO IJ Equity,-0.00001
10/11/2017,MPI PM Equity,-0.00049
10/11/2017,SRCM IN Equity,-0.00067
10/11/2017,KLBF IJ Equity,-0.00028
10/11/2017,JPYUSD Curncy,-0.00001
10/11/2017,MIKA IJ Equity,-0.00034
10/11/2017,URC PM Equity,-0.00012
10/11/2017,MXNUSD Curncy,0.00008
10/11/2017,MGLU3 BZ Equity,-0.00120
10/11/2017,2199 HK Equity,-0.00034
10/11/2017,TVSL IN Equity,-0.00149
10/11/2017,PAG IN Equity,-0.00141
10/11/2017,CPN TB Equity,-0.00016
10/11/2017,GFREGIO MM Equity,-0.00025
10/11/2017,ALSEA* MM Equity,-0.00049
10/11/2017,RAIL3 BZ Equity,-0.00272
10/11/2017,4613 JT Equity,-0.00005
10/11/2017,EIM IN Equity,-0.00053
10/11/2017,MRCO IN Equity,-0.00043
10/11/2017,RBK IN Equity,-0.00054
10/11/2017,ICT PM Equity,-0.00030
10/11/2017,CIFC IN Equity,-0.00064
10/11/2017,PI IN Equity,-0.00040
10/11/2017,EEM US Equity,-0.00011
10/11/2017,LAME4 BZ Equity,0.00000
10/12/2017,LAME4 BZ Equity,0.00000
10/12/2017,KLBF IJ Equity,-0.00026
10/12/2017,PI IN Equity,-0.00040
10/12/2017,SRCM IN Equity,-0.00068
10/12/2017,SECB PM Equity,0.00008
10/12/2017,MRCO IN Equity,-0.00045
10/12/2017,PAG IN Equity,-0.00142
10/12/2017,EIM IN Equity,-0.00053
10/12/2017,TVSL IN Equity,-0.00153
10/12/2017,2199 HK Equity,-0.00035
10/12/2017,MPI PM Equity,-0.00048
10/12/2017,URC PM Equity,-0.00013
10/12/2017,EEM US Equity,-0.00011
10/12/2017,MGLU3 BZ Equity,-0.00117
10/12/2017,KINO IJ Equity,-0.00001
10/12/2017,MIKA IJ Equity,-0.00033
10/12/2017,JPYUSD Curncy,-0.00002
10/12/2017,RBK IN Equity,-0.00056
10/12/2017,ALSEA* MM Equity,-0.00044
10/12/2017,ICT PM Equity,-0.00031
10/12/2017,CPN TB Equity,-0.00016
10/12/2017,GFREGIO MM Equity,-0.00024
10/12/2017,6409 TT Equity,-0.00019
10/12/2017,RAIL3 BZ Equity,-0.00267
10/12/2017,MXNUSD Curncy,0.00010
10/12/2017,4613 JT Equity,-0.00004
10/12/2017,CIFC IN Equity,-0.00069
10/13/2017,CIFC IN Equity,-0.00068
10/13/2017,TVSL IN Equity,-0.00156
10/13/2017,GFREGIO MM Equity,-0.00021
10/13/2017,SECB PM Equity,0.00006
10/13/2017,SRCM IN Equity,-0.00067
10/13/2017,RAIL3 BZ Equity,-0.00267
10/13/2017,PAG IN Equity,-0.00142
10/13/2017,MRCO IN Equity,-0.00044
10/13/2017,4613 JT Equity,-0.00005
10/13/2017,RBK IN Equity,-0.00057
10/13/2017,URC PM Equity,-0.00014
10/13/2017,MXNUSD Curncy,0.00012
10/13/2017,EIM IN Equity,-0.00053
10/13/2017,MIKA IJ Equity,-0.00032
10/13/2017,EEM US Equity,-0.00011
10/13/2017,ALSEA* MM Equity,-0.00039
10/13/2017,CPN TB Equity,-0.00016
10/13/2017,MPI PM Equity,-0.00050
10/13/2017,PI IN Equity,-0.00040
10/13/2017,6409 TT Equity,-0.00019
10/13/2017,LAME4 BZ Equity,0.00000
10/13/2017,KINO IJ Equity,-0.00001
10/13/2017,JPYUSD Curncy,-0.00002
10/13/2017,MGLU3 BZ Equity,-0.00120
10/13/2017,2199 HK Equity,-0.00034
10/13/2017,KLBF IJ Equity,-0.00025
10/13/2017,ICT PM Equity,-0.00031
10/16/2017,URC PM Equity,-0.00014
10/16/2017,TVSL IN Equity,-0.00159
10/16/2017,MIKA IJ Equity,-0.00031
10/16/2017,JPYUSD Curncy,-0.00003
10/16/2017,2199 HK Equity,-0.00032
10/16/2017,MPI PM Equity,-0.00042
10/16/2017,6409 TT Equity,-0.00015
10/16/2017,EIM IN Equity,-0.00054
10/16/2017,ICT PM Equity,-0.00032
10/16/2017,MRCO IN Equity,-0.00044
10/16/2017,PI IN Equity,-0.00043
10/16/2017,SECB PM Equity,0.00008
10/16/2017,GFREGIO MM Equity,-0.00024
10/16/2017,ALSEA* MM Equity,-0.00038
10/16/2017,RBK IN Equity,-0.00059
10/16/2017,KLBF IJ Equity,-0.00025
10/16/2017,CPN TB Equity,-0.00018
10/16/2017,LAME4 BZ Equity,0.00000
10/16/2017,PAG IN Equity,-0.00150
10/16/2017,KINO IJ Equity,-0.00001
10/16/2017,MGLU3 BZ Equity,-0.00122
10/16/2017,CIFC IN Equity,-0.00070
10/16/2017,EEM US Equity,-0.00011
10/16/2017,SRCM IN Equity,-0.00064
10/16/2017,RAIL3 BZ Equity,-0.00268
10/16/2017,MXNUSD Curncy,0.00011
10/16/2017,4613 JT Equity,-0.00003
10/17/2017,MIKA IJ Equity,-0.00031
10/17/2017,002508 CH Equity,0.00000
10/17/2017,RBK IN Equity,-0.00057
10/17/2017,2199 HK Equity,-0.00032
10/17/2017,RAIL3 BZ Equity,-0.00269
10/17/2017,CPN TB Equity,-0.00020
10/17/2017,URC PM Equity,-0.00015
10/17/2017,MGLU3 BZ Equity,-0.00137
10/17/2017,EEM US Equity,-0.00011
10/17/2017,CIFC IN Equity,-0.00068
10/17/2017,MXNUSD Curncy,0.00015
10/17/2017,SRCM IN Equity,-0.00067
10/17/2017,4613 JT Equity,-0.00001
10/17/2017,ICT PM Equity,-0.00033
10/17/2017,ALSEA* MM Equity,-0.00040
10/17/2017,KLBF IJ Equity,-0.00024
10/17/2017,KINO IJ Equity,-0.00001
10/17/2017,MPI PM Equity,-0.00043
10/17/2017,JPYUSD Curncy,-0.00002
10/17/2017,EIM IN Equity,-0.00053
10/17/2017,6409 TT Equity,-0.00017
10/17/2017,GFREGIO MM Equity,-0.00019
10/17/2017,TVSL IN Equity,-0.00161
10/17/2017,PAG IN Equity,-0.00148
10/17/2017,SECB PM Equity,0.00012
10/17/2017,PI IN Equity,-0.00042
10/17/2017,LAME4 BZ Equity,0.00000
10/17/2017,MRCO IN Equity,-0.00043
10/18/2017,EIM IN Equity,-0.00052
10/18/2017,ICT PM Equity,-0.00035
10/18/2017,CIFC IN Equity,-0.00067
10/18/2017,GFREGIO MM Equity,-0.00017
10/18/2017,JPYUSD Curncy,-0.00002
10/18/2017,6409 TT Equity,-0.00018
10/18/2017,EEM US Equity,-0.00011
10/18/2017,KINO IJ Equity,-0.00001
10/18/2017,SRCM IN Equity,-0.00064
10/18/2017,MRCO IN Equity,-0.00040
10/18/2017,CPN TB Equity,-0.00022
10/18/2017,RAIL3 BZ Equity,-0.00275
10/18/2017,PAG IN Equity,-0.00148
10/18/2017,002508 CH Equity,0.00000
10/18/2017,PI IN Equity,-0.00037
10/18/2017,RBK IN Equity,-0.00058
10/18/2017,MIKA IJ Equity,-0.00032
10/18/2017,4613 JT Equity,-0.00002
10/18/2017,MPI PM Equity,-0.00039
10/18/2017,URC PM Equity,-0.00016
10/18/2017,KLBF IJ Equity,-0.00024
10/18/2017,ALSEA* MM Equity,-0.00036
10/18/2017,SECB PM Equity,0.00013
10/18/2017,MGLU3 BZ Equity,-0.00157
10/18/2017,2199 HK Equity,-0.00031
10/18/2017,TVSL IN Equity,-0.00161
10/18/2017,MXNUSD Curncy,0.00017
10/19/2017,MRCO IN Equity,-0.00039
10/19/2017,KINO IJ Equity,-0.00001
10/19/2017,CPN TB Equity,-0.00023
10/19/2017,ALSEA* MM Equity,-0.00034
10/19/2017,300136 CH Equity,0.00000
10/19/2017,SECB PM Equity,0.00019
10/19/2017,MXNUSD Curncy,0.00016
10/19/2017,GFREGIO MM Equity,-0.00015
10/19/2017,EEM US Equity,-0.00011
10/19/2017,PI IN Equity,-0.00038
10/19/2017,4613 JT Equity,-0.00002
10/19/2017,KLBF IJ Equity,-0.00024
10/19/2017,CIFC IN Equity,-0.00069
10/19/2017,ICT PM Equity,-0.00035
10/19/2017,MIKA IJ Equity,-0.00030
10/19/2017,SRCM IN Equity,-0.00066
10/19/2017,RBK IN Equity,-0.00059
10/19/2017,MPI PM Equity,-0.00038
10/19/2017,6409 TT Equity,-0.00019
10/19/2017,URC PM Equity,-0.00017
10/19/2017,PAG IN Equity,-0.00150
10/19/2017,TVSL IN Equity,-0.00162
10/19/2017,RAIL3 BZ Equity,-0.00268
10/19/2017,MGLU3 BZ Equity,-0.00160
10/19/2017,2199 HK Equity,-0.00030
10/19/2017,002508 CH Equity,0.00000
10/19/2017,EIM IN Equity,-0.00054
10/19/2017,JPYUSD Curncy,-0.00003
10/20/2017,MIKA IJ Equity,-0.00029
10/20/2017,SRCM IN Equity,-0.00065
