trade_dt,Ticker_Und,VaR90D%
2/3/2017,JPYUSD Curncy,0.00017
2/3/2017,2199 HK Equity,-0.00024
2/3/2017,URC PM Equity,0.00000
2/3/2017,ICT PM Equity,-0.00156
2/3/2017,EEM US Equity,-0.00074
2/3/2017,GFREGIO MM Equity,-0.00123
2/3/2017,TVSL IN Equity,-0.00124
2/3/2017,KLBF IJ Equity,-0.00090
2/3/2017,6409 TT Equity,-0.00047
2/3/2017,KINO IJ Equity,-0.00011
2/3/2017,PI IN Equity,-0.00099
2/3/2017,PARAUCO CI Equity,-0.00013
2/6/2017,6409 TT Equity,-0.00049
2/6/2017,PARAUCO CI Equity,-0.00013
2/6/2017,GFREGIO MM Equity,-0.00111
2/6/2017,SECB PM Equity,-0.00114
2/6/2017,EEM US Equity,-0.00070
2/6/2017,MPI PM Equity,-0.00185
2/6/2017,ICT PM Equity,-0.00143
2/6/2017,ACES IJ Equity,-0.00005
2/6/2017,MRCO IN Equity,-0.00078
2/6/2017,PI IN Equity,-0.00094
2/6/2017,MIKA IJ Equity,-0.00025
2/6/2017,EIM IN Equity,-0.00106
2/6/2017,KLBF IJ Equity,-0.00093
2/6/2017,ALSEA* MM Equity,-0.00403
2/6/2017,SRCM IN Equity,-0.00220
2/6/2017,2199 HK Equity,-0.00029
2/6/2017,TVSL IN Equity,-0.00129
2/6/2017,PAG IN Equity,-0.00253
2/6/2017,URC PM Equity,0.00000
2/6/2017,JPYUSD Curncy,0.00020
2/6/2017,4613 JT Equity,-0.00091
2/6/2017,RAIL3 BZ Equity,-0.00332
2/6/2017,KINO IJ Equity,-0.00010
2/6/2017,RBK IN Equity,-0.00040
2/6/2017,DMC PM Equity,-0.00017
2/7/2017,DMC PM Equity,-0.00019
2/7/2017,4613 JT Equity,-0.00075
2/7/2017,RAIL3 BZ Equity,-0.00338
2/7/2017,JPYUSD Curncy,0.00023
2/7/2017,MRCO IN Equity,-0.00092
2/7/2017,6409 TT Equity,-0.00034
2/7/2017,RBK IN Equity,-0.00036
2/7/2017,SRCM IN Equity,-0.00204
2/7/2017,PARAUCO CI Equity,-0.00015
2/7/2017,PAG IN Equity,-0.00277
2/7/2017,MPI PM Equity,-0.00171
2/7/2017,URC PM Equity,0.00000
2/7/2017,KINO IJ Equity,-0.00010
2/7/2017,TVSL IN Equity,-0.00122
2/7/2017,ALSEA* MM Equity,-0.00324
2/7/2017,CPN TB Equity,0.00000
2/7/2017,EIM IN Equity,-0.00097
2/7/2017,ACES IJ Equity,-0.00006
2/7/2017,SECB PM Equity,-0.00125
2/7/2017,2199 HK Equity,-0.00025
2/7/2017,EEM US Equity,-0.00057
2/7/2017,MIKA IJ Equity,-0.00022
2/7/2017,KLBF IJ Equity,-0.00101
2/7/2017,GFREGIO MM Equity,-0.00080
2/7/2017,PI IN Equity,-0.00098
2/7/2017,ICT PM Equity,-0.00095
2/8/2017,SECB PM Equity,-0.00129
2/8/2017,PI IN Equity,-0.00106
2/8/2017,MPI PM Equity,-0.00192
2/8/2017,SRCM IN Equity,-0.00186
2/8/2017,RAIL3 BZ Equity,-0.00264
2/8/2017,DMC PM Equity,-0.00020
2/8/2017,6409 TT Equity,-0.00045
2/8/2017,ICT PM Equity,-0.00147
2/8/2017,4613 JT Equity,-0.00102
2/8/2017,URC PM Equity,0.00000
2/8/2017,KINO IJ Equity,-0.00011
2/8/2017,RBK IN Equity,-0.00040
2/8/2017,EIM IN Equity,-0.00098
2/8/2017,PAG IN Equity,-0.00237
2/8/2017,TVSL IN Equity,-0.00129
2/8/2017,2199 HK Equity,-0.00021
2/8/2017,ALSEA* MM Equity,-0.00199
2/8/2017,EEM US Equity,-0.00048
2/8/2017,PARAUCO CI Equity,-0.00011
2/8/2017,JPYUSD Curncy,0.00018
2/8/2017,CPN TB Equity,0.00000
2/8/2017,GFREGIO MM Equity,-0.00051
2/8/2017,KLBF IJ Equity,-0.00091
2/8/2017,MRCO IN Equity,-0.00105
2/8/2017,ACES IJ Equity,-0.00005
2/8/2017,MIKA IJ Equity,-0.00021
2/9/2017,MRCO IN Equity,-0.00050
2/9/2017,SRCM IN Equity,-0.00157
2/9/2017,4613 JT Equity,-0.00056
2/9/2017,2199 HK Equity,-0.00023
2/9/2017,PARAUCO CI Equity,-0.00013
2/9/2017,KINO IJ Equity,-0.00010
2/9/2017,ICT PM Equity,-0.00136
2/9/2017,EEM US Equity,-0.00040
2/9/2017,MIKA IJ Equity,-0.00014
2/9/2017,EIM IN Equity,-0.00064
2/9/2017,RAIL3 BZ Equity,-0.00129
2/9/2017,DMC PM Equity,-0.00009
2/9/2017,ALSEA* MM Equity,-0.00139
2/9/2017,MPI PM Equity,-0.00194
2/9/2017,TVSL IN Equity,-0.00109
2/9/2017,PAG IN Equity,-0.00194
2/9/2017,CPN TB Equity,0.00000
2/9/2017,KLBF IJ Equity,-0.00042
2/9/2017,RBK IN Equity,-0.00044
2/9/2017,JPYUSD Curncy,0.00022
2/9/2017,URC PM Equity,0.00000
2/9/2017,GFREGIO MM Equity,-0.00042
2/9/2017,ACES IJ Equity,-0.00004
2/9/2017,6409 TT Equity,-0.00011
2/9/2017,PI IN Equity,-0.00091
2/9/2017,SECB PM Equity,-0.00127
2/10/2017,PI IN Equity,-0.00090
2/10/2017,PARAUCO CI Equity,-0.00015
2/10/2017,MPI PM Equity,-0.00184
2/10/2017,MIKA IJ Equity,-0.00013
2/10/2017,DMC PM Equity,-0.00008
2/10/2017,ICT PM Equity,-0.00139
2/10/2017,RAIL3 BZ Equity,-0.00147
2/10/2017,EEM US Equity,-0.00041
2/10/2017,4613 JT Equity,-0.00049
2/10/2017,2199 HK Equity,-0.00026
2/10/2017,6409 TT Equity,-0.00008
2/10/2017,EIM IN Equity,-0.00062
2/10/2017,ACES IJ Equity,-0.00004
2/10/2017,JPYUSD Curncy,0.00021
2/10/2017,SRCM IN Equity,-0.00151
2/10/2017,CPN TB Equity,0.00000
2/10/2017,KLBF IJ Equity,-0.00045
2/10/2017,ALSEA* MM Equity,-0.00154
2/10/2017,GFREGIO MM Equity,-0.00041
2/10/2017,KINO IJ Equity,-0.00010
2/10/2017,SECB PM Equity,-0.00121
2/10/2017,RBK IN Equity,-0.00040
2/10/2017,URC PM Equity,0.00000
2/10/2017,TVSL IN Equity,-0.00108
2/10/2017,PAG IN Equity,-0.00198
2/10/2017,MRCO IN Equity,-0.00049
2/13/2017,URC PM Equity,0.00000
2/13/2017,6409 TT Equity,-0.00009
2/13/2017,CPN TB Equity,0.00000
2/13/2017,KLBF IJ Equity,-0.00044
2/13/2017,SECB PM Equity,-0.00122
2/13/2017,PI IN Equity,-0.00093
2/13/2017,ICT PM Equity,-0.00134
2/13/2017,MRCO IN Equity,-0.00043
2/13/2017,KINO IJ Equity,-0.00010
2/13/2017,MPI PM Equity,-0.00175
2/13/2017,4613 JT Equity,-0.00046
2/13/2017,RBK IN Equity,-0.00038
2/13/2017,TVSL IN Equity,-0.00099
2/13/2017,PAG IN Equity,-0.00174
2/13/2017,ACES IJ Equity,-0.00003
2/13/2017,PARAUCO CI Equity,-0.00015
2/13/2017,MIKA IJ Equity,-0.00016
2/13/2017,SRCM IN Equity,-0.00136
2/13/2017,EIM IN Equity,-0.00053
2/13/2017,JPYUSD Curncy,0.00019
2/13/2017,2199 HK Equity,-0.00030
2/13/2017,ALSEA* MM Equity,-0.00191
2/13/2017,GFREGIO MM Equity,-0.00051
2/13/2017,DMC PM Equity,-0.00012
2/13/2017,EEM US Equity,-0.00046
2/13/2017,RAIL3 BZ Equity,-0.00146
2/14/2017,DMC PM Equity,-0.00012
2/14/2017,ACES IJ Equity,-0.00003
2/14/2017,MRCO IN Equity,-0.00043
2/14/2017,URC PM Equity,0.00000
2/14/2017,2199 HK Equity,-0.00029
2/14/2017,RBK IN Equity,-0.00037
2/14/2017,SECB PM Equity,-0.00123
2/14/2017,ALSEA* MM Equity,-0.00191
2/14/2017,KINO IJ Equity,-0.00010
2/14/2017,TVSL IN Equity,-0.00100
2/14/2017,PAG IN Equity,-0.00174
2/14/2017,JPYUSD Curncy,0.00019
2/14/2017,SRCM IN Equity,-0.00137
2/14/2017,EIM IN Equity,-0.00052
2/14/2017,RAIL3 BZ Equity,-0.00147
2/14/2017,ICT PM Equity,-0.00136
2/14/2017,EEM US Equity,-0.00046
2/14/2017,MIKA IJ Equity,-0.00016
2/14/2017,MPI PM Equity,-0.00175
2/14/2017,4613 JT Equity,-0.00047
2/14/2017,PI IN Equity,-0.00093
2/14/2017,6409 TT Equity,-0.00007
2/14/2017,CPN TB Equity,0.00000
2/14/2017,GFREGIO MM Equity,-0.00050
2/14/2017,PARAUCO CI Equity,-0.00015
2/14/2017,KLBF IJ Equity,-0.00045
2/15/2017,MRCO IN Equity,-0.00042
2/15/2017,ALSEA* MM Equity,-0.00195
2/15/2017,JPYUSD Curncy,0.00019
2/15/2017,EEM US Equity,-0.00047
2/15/2017,SRCM IN Equity,-0.00144
2/15/2017,KLBF IJ Equity,-0.00043
2/15/2017,RBK IN Equity,-0.00037
2/15/2017,MIKA IJ Equity,-0.00015
2/15/2017,DMC PM Equity,-0.00012
2/15/2017,RAIL3 BZ Equity,-0.00151
2/15/2017,MPI PM Equity,-0.00165
2/15/2017,4613 JT Equity,-0.00048
2/15/2017,CPN TB Equity,0.00000
2/15/2017,PARAUCO CI Equity,-0.00015
2/15/2017,ACES IJ Equity,-0.00003
2/15/2017,2199 HK Equity,-0.00030
2/15/2017,SECB PM Equity,-0.00122
2/15/2017,URC PM Equity,0.00000
2/15/2017,PI IN Equity,-0.00089
2/15/2017,GFREGIO MM Equity,-0.00052
2/15/2017,EIM IN Equity,-0.00050
2/15/2017,6409 TT Equity,-0.00008
2/15/2017,ICT PM Equity,-0.00141
2/15/2017,TVSL IN Equity,-0.00099
2/15/2017,KINO IJ Equity,-0.00010
2/15/2017,PAG IN Equity,-0.00171
2/16/2017,2199 HK Equity,-0.00031
2/16/2017,KINO IJ Equity,-0.00010
2/16/2017,MPI PM Equity,-0.00170
2/16/2017,ALSEA* MM Equity,-0.00184
2/16/2017,RAIL3 BZ Equity,-0.00151
2/16/2017,6409 TT Equity,-0.00008
2/16/2017,EIM IN Equity,-0.00055
2/16/2017,PAG IN Equity,-0.00172
2/16/2017,CPN TB Equity,0.00000
2/16/2017,PI IN Equity,-0.00079
2/16/2017,EEM US Equity,-0.00045
2/16/2017,GFREGIO MM Equity,-0.00049
2/16/2017,RBK IN Equity,-0.00039
2/16/2017,SRCM IN Equity,-0.00148
2/16/2017,KLBF IJ Equity,-0.00043
2/16/2017,URC PM Equity,0.00000
2/16/2017,TVSL IN Equity,-0.00102
2/16/2017,JPYUSD Curncy,0.00018
2/16/2017,DMC PM Equity,-0.00012
2/16/2017,ACES IJ Equity,-0.00003
2/16/2017,ICT PM Equity,-0.00142
2/16/2017,MRCO IN Equity,-0.00042
2/16/2017,MIKA IJ Equity,-0.00014
2/16/2017,4613 JT Equity,-0.00048
2/16/2017,PARAUCO CI Equity,-0.00017
2/16/2017,SECB PM Equity,-0.00121
2/17/2017,RAIL3 BZ Equity,-0.00153
2/17/2017,SRCM IN Equity,-0.00146
2/17/2017,DMC PM Equity,-0.00012
2/17/2017,2199 HK Equity,-0.00031
2/17/2017,JPYUSD Curncy,0.00018
2/17/2017,4613 JT Equity,-0.00048
2/17/2017,MIKA IJ Equity,-0.00014
2/17/2017,MRCO IN Equity,-0.00042
2/17/2017,PAG IN Equity,-0.00171
2/17/2017,TVSL IN Equity,-0.00101
2/17/2017,URC PM Equity,0.00000
2/17/2017,KLBF IJ Equity,-0.00043
2/17/2017,EIM IN Equity,-0.00055
2/17/2017,PI IN Equity,-0.00079
2/17/2017,ALSEA* MM Equity,-0.00182
2/17/2017,KINO IJ Equity,-0.00010
2/17/2017,MPI PM Equity,-0.00168
2/17/2017,PARAUCO CI Equity,-0.00017
2/17/2017,ICT PM Equity,-0.00140
2/17/2017,CPN TB Equity,0.00000
2/17/2017,RBK IN Equity,-0.00039
2/17/2017,EEM US Equity,-0.00045
2/17/2017,6409 TT Equity,-0.00008
2/17/2017,ACES IJ Equity,-0.00003
2/17/2017,SECB PM Equity,-0.00120
2/17/2017,GFREGIO MM Equity,-0.00048
2/20/2017,6409 TT Equity,-0.00006
2/20/2017,MPI PM Equity,-0.00159
2/20/2017,SECB PM Equity,-0.00120
2/20/2017,MIKA IJ Equity,-0.00010
2/20/2017,TVSL IN Equity,-0.00088
2/20/2017,RAIL3 BZ Equity,-0.00179
2/20/2017,PAG IN Equity,-0.00169
2/20/2017,2199 HK Equity,-0.00028
2/20/2017,ICT PM Equity,-0.00128
2/20/2017,CPN TB Equity,0.00000
2/20/2017,PARAUCO CI Equity,-0.00018
2/20/2017,ALSEA* MM Equity,-0.00183
2/20/2017,EEM US Equity,-0.00047
2/20/2017,PI IN Equity,-0.00076
2/20/2017,GFREGIO MM Equity,-0.00046
2/20/2017,KLBF IJ Equity,-0.00041
2/20/2017,ACES IJ Equity,-0.00002
2/20/2017,SRCM IN Equity,-0.00157
2/20/2017,JPYUSD Curncy,0.00018
2/20/2017,RBK IN Equity,-0.00035
2/20/2017,EIM IN Equity,-0.00039
2/20/2017,DMC PM Equity,-0.00012
2/20/2017,MRCO IN Equity,-0.00041
2/20/2017,KINO IJ Equity,-0.00010
2/20/2017,URC PM Equity,0.00000
2/20/2017,4613 JT Equity,-0.00047
2/21/2017,ALSEA* MM Equity,-0.00178
2/21/2017,PAG IN Equity,-0.00168
2/21/2017,JPYUSD Curncy,0.00015
2/21/2017,TVSL IN Equity,-0.00093
2/21/2017,ACES IJ Equity,-0.00002
2/21/2017,MPI PM Equity,-0.00153
2/21/2017,GFREGIO MM Equity,-0.00047
2/21/2017,DMC PM Equity,-0.00011
2/21/2017,6409 TT Equity,0.00005
2/21/2017,RAIL3 BZ Equity,-0.00163
2/21/2017,PARAUCO CI Equity,-0.00018
2/21/2017,EEM US Equity,-0.00045
2/21/2017,CPN TB Equity,0.00000
2/21/2017,SECB PM Equity,-0.00100
2/21/2017,KLBF IJ Equity,-0.00045
2/21/2017,EIM IN Equity,-0.00041
2/21/2017,SRCM IN Equity,-0.00162
2/21/2017,RBK IN Equity,-0.00033
2/21/2017,MRCO IN Equity,-0.00044
2/21/2017,KINO IJ Equity,-0.00009
2/21/2017,4613 JT Equity,-0.00044
2/21/2017,PI IN Equity,-0.00076
2/21/2017,URC PM Equity,0.00000
2/21/2017,2199 HK Equity,-0.00027
2/21/2017,MIKA IJ Equity,-0.00009
2/21/2017,ICT PM Equity,-0.00131
2/22/2017,CPN TB Equity,0.00000
2/22/2017,ICT PM Equity,-0.00132
2/22/2017,RAIL3 BZ Equity,-0.00157
2/22/2017,2199 HK Equity,-0.00027
2/22/2017,SRCM IN Equity,-0.00166
2/22/2017,EEM US Equity,-0.00044
2/22/2017,SECB PM Equity,-0.00101
2/22/2017,KLBF IJ Equity,-0.00045
2/22/2017,ALSEA* MM Equity,-0.00184
2/22/2017,MPI PM Equity,-0.00157
2/22/2017,KINO IJ Equity,-0.00009
2/22/2017,GFREGIO MM Equity,-0.00047
2/22/2017,ACES IJ Equity,-0.00002
2/22/2017,URC PM Equity,0.00000
2/22/2017,MRCO IN Equity,-0.00043
2/22/2017,PARAUCO CI Equity,-0.00017
2/22/2017,PAG IN Equity,-0.00160
2/22/2017,RBK IN Equity,-0.00032
2/22/2017,TVSL IN Equity,-0.00094
2/22/2017,JPYUSD Curncy,0.00015
2/22/2017,EIM IN Equity,-0.00040
2/22/2017,MIKA IJ Equity,-0.00009
2/22/2017,PI IN Equity,-0.00075
2/22/2017,4613 JT Equity,-0.00044
2/22/2017,6409 TT Equity,0.00005
2/22/2017,DMC PM Equity,-0.00011
2/23/2017,CPN TB Equity,0.00000
2/23/2017,MIKA IJ Equity,-0.00009
2/23/2017,SRCM IN Equity,-0.00166
2/23/2017,EEM US Equity,-0.00044
2/23/2017,URC PM Equity,0.00000
2/23/2017,MPI PM Equity,-0.00159
2/23/2017,2199 HK Equity,-0.00025
2/23/2017,KINO IJ Equity,-0.00009
2/23/2017,MRCO IN Equity,-0.00040
2/23/2017,ACES IJ Equity,-0.00002
2/23/2017,KLBF IJ Equity,-0.00047
2/23/2017,ALSEA* MM Equity,-0.00184
2/23/2017,ICT PM Equity,-0.00136
2/23/2017,RAIL3 BZ Equity,-0.00152
2/23/2017,SECB PM Equity,-0.00099
2/23/2017,EIM IN Equity,-0.00040
2/23/2017,4613 JT Equity,-0.00043
2/23/2017,JPYUSD Curncy,0.00015
2/23/2017,PARAUCO CI Equity,-0.00018
2/23/2017,GFREGIO MM Equity,-0.00046
2/23/2017,RBK IN Equity,-0.00035
2/23/2017,6409 TT Equity,0.00005
2/23/2017,DMC PM Equity,-0.00011
2/23/2017,TVSL IN Equity,-0.00099
2/23/2017,PAG IN Equity,-0.00164
2/23/2017,PI IN Equity,-0.00065
2/24/2017,EEM US Equity,-0.00045
2/24/2017,SRCM IN Equity,-0.00165
2/24/2017,MPI PM Equity,-0.00159
2/24/2017,ACES IJ Equity,-0.00002
2/24/2017,EIM IN Equity,-0.00041
2/24/2017,MRCO IN Equity,-0.00040
2/24/2017,ICT PM Equity,-0.00135
2/24/2017,ALSEA* MM Equity,-0.00181
2/24/2017,SECB PM Equity,-0.00099
2/24/2017,PI IN Equity,-0.00064
2/24/2017,4613 JT Equity,-0.00043
2/24/2017,RAIL3 BZ Equity,-0.00152
2/24/2017,CPN TB Equity,0.00000
2/24/2017,GFREGIO MM Equity,-0.00046
2/24/2017,RBK IN Equity,-0.00035
2/24/2017,PARAUCO CI Equity,-0.00019
2/24/2017,TVSL IN Equity,-0.00098
2/24/2017,URC PM Equity,0.00000
2/24/2017,DMC PM Equity,-0.00011
2/24/2017,MIKA IJ Equity,-0.00009
2/24/2017,2199 HK Equity,-0.00024
2/24/2017,KINO IJ Equity,-0.00009
2/24/2017,KLBF IJ Equity,-0.00047
2/24/2017,JPYUSD Curncy,0.00014
2/24/2017,PAG IN Equity,-0.00164
2/24/2017,6409 TT Equity,0.00006
2/27/2017,JPYUSD Curncy,0.00014
2/27/2017,URC PM Equity,0.00000
2/27/2017,KINO IJ Equity,-0.00009
2/27/2017,2199 HK Equity,-0.00024
2/27/2017,PAG IN Equity,-0.00167
2/27/2017,TVSL IN Equity,-0.00100
2/27/2017,CPN TB Equity,0.00000
2/27/2017,DMC PM Equity,-0.00012
2/27/2017,PI IN Equity,-0.00061
2/27/2017,ALSEA* MM Equity,-0.00187
2/27/2017,SECB PM Equity,-0.00099
2/27/2017,EEM US Equity,-0.00045
2/27/2017,MRCO IN Equity,-0.00041
2/27/2017,SRCM IN Equity,-0.00166
2/27/2017,PARAUCO CI Equity,-0.00021
2/27/2017,ACES IJ Equity,-0.00002
2/27/2017,EIM IN Equity,-0.00040
2/27/2017,MPI PM Equity,-0.00149
2/27/2017,6409 TT Equity,0.00004
2/27/2017,ICT PM Equity,-0.00138
2/27/2017,RAIL3 BZ Equity,-0.00143
2/27/2017,4613 JT Equity,-0.00042
2/27/2017,MIKA IJ Equity,-0.00008
2/27/2017,RBK IN Equity,-0.00038
2/27/2017,KLBF IJ Equity,-0.00054
2/27/2017,GFREGIO MM Equity,-0.00043
2/28/2017,EEM US Equity,-0.00047
2/28/2017,GFREGIO MM Equity,-0.00050
2/28/2017,MIKA IJ Equity,-0.00008
2/28/2017,SRCM IN Equity,-0.00172
2/28/2017,PAG IN Equity,-0.00152
2/28/2017,CPN TB Equity,0.00000
2/28/2017,TVSL IN Equity,-0.00092
2/28/2017,KLBF IJ Equity,-0.00044
2/28/2017,RAIL3 BZ Equity,-0.00151
2/28/2017,DMC PM Equity,-0.00012
2/28/2017,ICT PM Equity,-0.00141
2/28/2017,PARAUCO CI Equity,-0.00020
2/28/2017,KINO IJ Equity,-0.00009
2/28/2017,MPI PM Equity,-0.00166
2/28/2017,4613 JT Equity,-0.00042
2/28/2017,URC PM Equity,0.00000
2/28/2017,RBK IN Equity,-0.00039
2/28/2017,EIM IN Equity,-0.00033
2/28/2017,JPYUSD Curncy,0.00016
2/28/2017,ACES IJ Equity,-0.00002
2/28/2017,PI IN Equity,-0.00063
2/28/2017,ALSEA* MM Equity,-0.00186
2/28/2017,2199 HK Equity,-0.00025
2/28/2017,6409 TT Equity,0.00007
2/28/2017,SECB PM Equity,-0.00108
2/28/2017,MRCO IN Equity,-0.00035
3/1/2017,TVSL IN Equity,-0.00089
3/1/2017,ACES IJ Equity,-0.00003
3/1/2017,EIM IN Equity,-0.00040
3/1/2017,KLBF IJ Equity,-0.00066
3/1/2017,SECB PM Equity,-0.00113
3/1/2017,RBK IN Equity,-0.00032
3/1/2017,2199 HK Equity,-0.00025
3/1/2017,PI IN Equity,-0.00059
3/1/2017,MPI PM Equity,-0.00171
3/1/2017,PAG IN Equity,-0.00142
3/1/2017,MIKA IJ Equity,-0.00013
3/1/2017,SRCM IN Equity,-0.00157
3/1/2017,ALSEA* MM Equity,-0.00170
3/1/2017,EEM US Equity,-0.00042
3/1/2017,CPN TB Equity,0.00000
3/1/2017,KINO IJ Equity,-0.00010
3/1/2017,4613 JT Equity,-0.00037
3/1/2017,6409 TT Equity,-0.00002
3/1/2017,JPYUSD Curncy,0.00018
3/1/2017,RAIL3 BZ Equity,-0.00100
3/1/2017,PARAUCO CI Equity,-0.00020
3/1/2017,ICT PM Equity,-0.00148
3/1/2017,DMC PM Equity,-0.00013
3/1/2017,URC PM Equity,0.00000
3/1/2017,MRCO IN Equity,-0.00042
3/1/2017,GFREGIO MM Equity,-0.00041
3/2/2017,ACES IJ Equity,-0.00003
3/2/2017,4613 JT Equity,-0.00034
3/2/2017,CPN TB Equity,0.00000
3/2/2017,RAIL3 BZ Equity,-0.00100
3/2/2017,SRCM IN Equity,-0.00159
3/2/2017,2199 HK Equity,-0.00025
3/2/2017,PI IN Equity,-0.00058
3/2/2017,DMC PM Equity,-0.00013
3/2/2017,PAG IN Equity,-0.00143
3/2/2017,JPYUSD Curncy,0.00019
3/2/2017,SECB PM Equity,-0.00113
3/2/2017,MIKA IJ Equity,-0.00014
3/2/2017,EEM US Equity,-0.00046
3/2/2017,EIM IN Equity,-0.00038
3/2/2017,PARAUCO CI Equity,-0.00020
3/2/2017,ALSEA* MM Equity,-0.00171
3/2/2017,KLBF IJ Equity,-0.00065
3/2/2017,RBK IN Equity,-0.00033
3/2/2017,URC PM Equity,0.00000
3/2/2017,ICT PM Equity,-0.00148
3/2/2017,KINO IJ Equity,-0.00010
3/2/2017,MPI PM Equity,-0.00174
3/2/2017,6409 TT Equity,-0.00002
3/2/2017,MRCO IN Equity,-0.00041
3/2/2017,GFREGIO MM Equity,-0.00042
3/2/2017,TVSL IN Equity,-0.00087
3/3/2017,2199 HK Equity,-0.00025
3/3/2017,MPI PM Equity,-0.00170
3/3/2017,RBK IN Equity,-0.00032
3/3/2017,KLBF IJ Equity,-0.00065
3/3/2017,GFREGIO MM Equity,-0.00042
3/3/2017,MIKA IJ Equity,-0.00014
3/3/2017,JPYUSD Curncy,0.00018
3/3/2017,DMC PM Equity,-0.00012
3/3/2017,6409 TT Equity,-0.00003
3/3/2017,RAIL3 BZ Equity,-0.00103
3/3/2017,PARAUCO CI Equity,-0.00022
3/3/2017,ACES IJ Equity,-0.00003
3/3/2017,PI IN Equity,-0.00058
3/3/2017,PAG IN Equity,-0.00140
3/3/2017,TVSL IN Equity,-0.00087
3/3/2017,CPN TB Equity,0.00000
3/3/2017,EIM IN Equity,-0.00038
3/3/2017,KINO IJ Equity,-0.00010
3/3/2017,MRCO IN Equity,-0.00041
3/3/2017,URC PM Equity,0.00000
3/3/2017,SECB PM Equity,-0.00111
3/3/2017,SRCM IN Equity,-0.00158
3/3/2017,ALSEA* MM Equity,-0.00174
3/3/2017,4613 JT Equity,-0.00034
3/3/2017,ICT PM Equity,-0.00147
3/3/2017,EEM US Equity,-0.00047
3/6/2017,6409 TT Equity,-0.00003
3/6/2017,SRCM IN Equity,-0.00154
3/6/2017,MPI PM Equity,-0.00164
3/6/2017,KLBF IJ Equity,-0.00066
3/6/2017,2199 HK Equity,-0.00025
3/6/2017,RBK IN Equity,-0.00039
3/6/2017,ICT PM Equity,-0.00155
3/6/2017,RAIL3 BZ Equity,-0.00109
3/6/2017,4613 JT Equity,-0.00031
3/6/2017,URC PM Equity,0.00000
3/6/2017,PAG IN Equity,-0.00139
3/6/2017,ACES IJ Equity,-0.00003
3/6/2017,PI IN Equity,-0.00060
3/6/2017,PARAUCO CI Equity,-0.00024
3/6/2017,EEM US Equity,-0.00048
3/6/2017,ALSEA* MM Equity,-0.00187
3/6/2017,SECB PM Equity,-0.00117
3/6/2017,GFREGIO MM Equity,-0.00038
3/6/2017,MRCO IN Equity,-0.00038
3/6/2017,MIKA IJ Equity,-0.00015
3/6/2017,EIM IN Equity,-0.00036
3/6/2017,DMC PM Equity,-0.00011
3/6/2017,CPN TB Equity,0.00000
3/6/2017,TVSL IN Equity,-0.00085
3/6/2017,KINO IJ Equity,-0.00010
3/6/2017,JPYUSD Curncy,0.00019
3/7/2017,DMC PM Equity,-0.00011
3/7/2017,CPN TB Equity,0.00000
3/7/2017,TVSL IN Equity,-0.00085
3/7/2017,PI IN Equity,-0.00060
3/7/2017,ALSEA* MM Equity,-0.00186
3/7/2017,RBK IN Equity,-0.00040
3/7/2017,JPYUSD Curncy,0.00019
3/7/2017,MRCO IN Equity,-0.00038
3/7/2017,SRCM IN Equity,-0.00154
3/7/2017,2199 HK Equity,-0.00025
3/7/2017,MPI PM Equity,-0.00164
3/7/2017,SECB PM Equity,-0.00116
3/7/2017,PARAUCO CI Equity,-0.00025
3/7/2017,GFREGIO MM Equity,-0.00038
3/7/2017,KLBF IJ Equity,-0.00066
3/7/2017,ICT PM Equity,-0.00155
3/7/2017,RAIL3 BZ Equity,-0.00110
3/7/2017,KINO IJ Equity,-0.00010
3/7/2017,EEM US Equity,-0.00048
3/7/2017,6409 TT Equity,-0.00003
3/7/2017,4613 JT Equity,-0.00032
3/7/2017,PAG IN Equity,-0.00140
3/7/2017,ACES IJ Equity,-0.00003
3/7/2017,MIKA IJ Equity,-0.00014
3/7/2017,URC PM Equity,0.00000
3/7/2017,EIM IN Equity,-0.00034
3/8/2017,ACES IJ Equity,-0.00003
3/8/2017,4613 JT Equity,-0.00031
3/8/2017,6409 TT Equity,-0.00008
3/8/2017,JPYUSD Curncy,0.00020
3/8/2017,PAG IN Equity,-0.00120
3/8/2017,SECB PM Equity,-0.00111
3/8/2017,2199 HK Equity,-0.00024
3/8/2017,MIKA IJ Equity,-0.00013
3/8/2017,SRCM IN Equity,-0.00151
3/8/2017,ICT PM Equity,-0.00152
3/8/2017,PI IN Equity,-0.00057
3/8/2017,GFREGIO MM Equity,-0.00040
3/8/2017,KLBF IJ Equity,-0.00065
3/8/2017,PARAUCO CI Equity,-0.00026
3/8/2017,KINO IJ Equity,-0.00011
3/8/2017,MPI PM Equity,-0.00166
3/8/2017,URC PM Equity,0.00000
3/8/2017,ALSEA* MM Equity,-0.00195
3/8/2017,CPN TB Equity,0.00000
3/8/2017,DMC PM Equity,-0.00011
3/8/2017,TVSL IN Equity,-0.00088
3/8/2017,EIM IN Equity,-0.00034
3/8/2017,RBK IN Equity,-0.00037
3/8/2017,MRCO IN Equity,-0.00039
3/8/2017,RAIL3 BZ Equity,-0.00120
3/8/2017,EEM US Equity,-0.00050
3/9/2017,EIM IN Equity,-0.00032
3/9/2017,RAIL3 BZ Equity,-0.00119
3/9/2017,URC PM Equity,0.00000
3/9/2017,MPI PM Equity,-0.00165
3/9/2017,4613 JT Equity,-0.00031
3/9/2017,PAG IN Equity,-0.00120
3/9/2017,JPYUSD Curncy,0.00021
