Date,name1,value,parent,name
11/1/2018,MRCO IN Equity,0.051356674,Origin,MRCO IN 
12/1/2018,MRCO IN Equity,0.050913319,Origin,MRCO IN 
12/1/2018,RAIL3 BZ Equity,0.101173547,Origin,RAIL3 BZ 
12/1/2018,2199 HK Equity,0.021956528,Origin,2199 HK 
12/1/2018,CPN TB Equity,0.038741146,Origin,CPN TB 
12/1/2018,6409 TT Equity,0.039796096,Origin,6409 TT 
12/1/2018,EIM IN Equity,0.022317625,Origin,EIM IN 
12/1/2018,JPYUSD Curncy,0,Origin,JPYUSD 
12/1/2018,SECB PM Equity,0.057064365,Origin,SECB PM 
12/1/2018,KLBF IJ Equity,0.034418632,Origin,KLBF IJ 
12/1/2018,ICT PM Equity,0.067961437,Origin,ICT PM 
12/1/2018,ALSEA* MM Equity,0.076994112,Origin,ALSEA* MM 
12/1/2018,LREN3 BZ Equity,1.53E-05,Origin,LREN3 BZ 
12/1/2018,RADL3 BZ Equity,1.75E-05,Origin,RADL3 BZ 
12/1/2018,002508 CH Equity,2.01E-05,Origin,002508 CH 
12/1/2018,MIKA IJ Equity,0.021962322,Origin,MIKA IJ 
12/1/2018,RBK IN Equity,0.041949996,Origin,RBK IN 
12/1/2018,URC PM Equity,0.021565126,Origin,URC PM 
12/1/2018,4613 JT Equity,0.046217239,Origin,4613 JT 
12/1/2018,300136 CH Equity,1.47E-05,Origin,300136 CH 
12/1/2018,GFREGIO MM Equity,0.027761636,Origin,GFREGIO MM 
12/1/2018,EEM US Equity,0.036563766,Origin,EEM
12/1/2018,CIFC IN Equity,0.056713547,Origin,CIFC IN 
12/1/2018,MPI PM Equity,0.051394599,Origin,MPI PM 
12/1/2018,MXNUSD Curncy,0,Origin,MXNUSD 
12/1/2018,PAG IN Equity,0.095505079,Origin,PAG IN 
12/1/2018,TVSL IN Equity,0.073683899,Origin,TVSL IN 
15-01-18,RADL3 BZ Equity,1.74E-05,Origin,RADL3 BZ 
15-01-18,ALSEA* MM Equity,0.078949236,Origin,ALSEA* MM 
15-01-18,MIKA IJ Equity,0.021888588,Origin,MIKA IJ 
15-01-18,CPN TB Equity,0.038823138,Origin,CPN TB 
15-01-18,6409 TT Equity,0.03964183,Origin,6409 TT 
15-01-18,JPYUSD Curncy,0,Origin,JPYUSD 
15-01-18,CIFC IN Equity,0.056796307,Origin,CIFC IN 
15-01-18,PAG IN Equity,0.095469612,Origin,PAG IN 
15-01-18,TVSL IN Equity,0.072517002,Origin,TVSL IN 
15-01-18,ICT PM Equity,0.069844421,Origin,ICT PM 
15-01-18,002508 CH Equity,2.04E-05,Origin,002508 CH 
15-01-18,EIM IN Equity,0.021740147,Origin,EIM IN 
15-01-18,GFREGIO MM Equity,0.028114501,Origin,GFREGIO MM 
15-01-18,4613 JT Equity,0.046618458,Origin,4613 JT 
15-01-18,MRCO IN Equity,0.050569245,Origin,MRCO IN 
15-01-18,MPI PM Equity,0.051167999,Origin,MPI PM 
15-01-18,SECB PM Equity,0.05650136,Origin,SECB PM 
15-01-18,URC PM Equity,0.021601771,Origin,URC PM 
15-01-18,KLBF IJ Equity,0.033999512,Origin,KLBF IJ 
15-01-18,RBK IN Equity,0.041828664,Origin,RBK IN 
15-01-18,EEM US Equity,0.036382554,Origin,EEM
15-01-18,LREN3 BZ Equity,1.56E-05,Origin,LREN3 BZ 
15-01-18,MXNUSD Curncy,0,Origin,MXNUSD 
15-01-18,RAIL3 BZ Equity,0.100994096,Origin,RAIL3 BZ 
15-01-18,300136 CH Equity,1.49E-05,Origin,300136 CH 
15-01-18,2199 HK Equity,0.021699283,Origin,2199 HK 
16-01-18,KLBF IJ Equity,0.03545864,Origin,KLBF IJ 
16-01-18,EEM US Equity,0.036407385,Origin,EEM
16-01-18,MXNUSD Curncy,0,Origin,MXNUSD 
16-01-18,300136 CH Equity,1.40E-05,Origin,300136 CH 
16-01-18,EIM IN Equity,0.021580129,Origin,EIM IN 
16-01-18,4613 JT Equity,0.047184434,Origin,4613 JT 
16-01-18,2199 HK Equity,0.02156651,Origin,2199 HK 
16-01-18,RBK IN Equity,0.041035148,Origin,RBK IN 
16-01-18,CIFC IN Equity,0.057276312,Origin,CIFC IN 
16-01-18,TVSL IN Equity,0.070470502,Origin,TVSL IN 
16-01-18,002508 CH Equity,2.05E-05,Origin,002508 CH 
16-01-18,JPYUSD Curncy,0,Origin,JPYUSD 
16-01-18,LREN3 BZ Equity,1.57E-05,Origin,LREN3 BZ 
16-01-18,GFREGIO MM Equity,0.028360642,Origin,GFREGIO MM 
16-01-18,ALSEA* MM Equity,0.079538787,Origin,ALSEA* MM 
16-01-18,RADL3 BZ Equity,1.72E-05,Origin,RADL3 BZ 
16-01-18,MRCO IN Equity,0.050723418,Origin,MRCO IN 
16-01-18,RAIL3 BZ Equity,0.101893263,Origin,RAIL3 BZ 
16-01-18,MIKA IJ Equity,0.023259661,Origin,MIKA IJ 
16-01-18,6409 TT Equity,0.039867709,Origin,6409 TT 
16-01-18,CPN TB Equity,0.039333933,Origin,CPN TB 
16-01-18,PAG IN Equity,0.093776167,Origin,PAG IN 
16-01-18,ICT PM Equity,0.067928678,Origin,ICT PM 
16-01-18,SECB PM Equity,0.056799641,Origin,SECB PM 
16-01-18,URC PM Equity,0.021894443,Origin,URC PM 
16-01-18,MPI PM Equity,0.051862149,Origin,MPI PM 
17-01-18,URC PM Equity,0.02220927,Origin,URC PM 
17-01-18,JPYUSD Curncy,0,Origin,JPYUSD 
17-01-18,MRCO IN Equity,0.050345774,Origin,MRCO IN 
17-01-18,MXNUSD Curncy,0,Origin,MXNUSD 
17-01-18,PAG IN Equity,0.092826524,Origin,PAG IN 
17-01-18,6409 TT Equity,0.03952851,Origin,6409 TT 
17-01-18,002508 CH Equity,2.00E-05,Origin,002508 CH 
17-01-18,CIFC IN Equity,0.057901355,Origin,CIFC IN 
17-01-18,2199 HK Equity,0.021771974,Origin,2199 HK 
17-01-18,RAIL3 BZ Equity,0.103008884,Origin,RAIL3 BZ 
17-01-18,MPI PM Equity,0.051877218,Origin,MPI PM 
17-01-18,TVSL IN Equity,0.071326513,Origin,TVSL IN 
17-01-18,ICT PM Equity,0.068508305,Origin,ICT PM 
17-01-18,300136 CH Equity,1.47E-05,Origin,300136 CH 
17-01-18,RADL3 BZ Equity,1.74E-05,Origin,RADL3 BZ 
17-01-18,ALSEA* MM Equity,0.079593404,Origin,ALSEA* MM 
17-01-18,RBK IN Equity,0.041330085,Origin,RBK IN 
17-01-18,EEM US Equity,0.034858121,Origin,EEM
17-01-18,MIKA IJ Equity,0.023148583,Origin,MIKA IJ 
17-01-18,EIM IN Equity,0.021876426,Origin,EIM IN 
17-01-18,LREN3 BZ Equity,1.61E-05,Origin,LREN3 BZ 
17-01-18,4613 JT Equity,0.047003197,Origin,4613 JT 
17-01-18,CPN TB Equity,0.039990627,Origin,CPN TB 
17-01-18,SECB PM Equity,0.055795729,Origin,SECB PM 
17-01-18,KLBF IJ Equity,0.035078035,Origin,KLBF IJ 
17-01-18,GFREGIO MM Equity,0.028841956,Origin,GFREGIO MM 
18-01-18,GFREGIO MM Equity,0.029209413,Origin,GFREGIO MM 
18-01-18,ALSEA* MM Equity,0.079821101,Origin,ALSEA* MM 
18-01-18,RBK IN Equity,0.041537427,Origin,RBK IN 
18-01-18,MXNUSD Curncy,0,Origin,MXNUSD 
18-01-18,RAIL3 BZ Equity,0.103284163,Origin,RAIL3 BZ 
18-01-18,002508 CH Equity,2.03E-05,Origin,002508 CH 
18-01-18,EEM US Equity,0.033063547,Origin,EEM
18-01-18,MPI PM Equity,0.052561725,Origin,MPI PM 
18-01-18,LREN3 BZ Equity,1.60E-05,Origin,LREN3 BZ 
18-01-18,6409 TT Equity,0.039892952,Origin,6409 TT 
18-01-18,URC PM Equity,0.022178619,Origin,URC PM 
18-01-18,PAG IN Equity,0.093040104,Origin,PAG IN 
18-01-18,4613 JT Equity,0.047380592,Origin,4613 JT 
18-01-18,JPYUSD Curncy,0,Origin,JPYUSD 
18-01-18,CIFC IN Equity,0.056794555,Origin,CIFC IN 
18-01-18,KLBF IJ Equity,0.035318037,Origin,KLBF IJ 
18-01-18,MIKA IJ Equity,0.02330096,Origin,MIKA IJ 
18-01-18,CPN TB Equity,0.040672798,Origin,CPN TB 
18-01-18,ICT PM Equity,0.069106064,Origin,ICT PM 
18-01-18,EIM IN Equity,0.021744029,Origin,EIM IN 
18-01-18,MRCO IN Equity,0.050562276,Origin,MRCO IN 
18-01-18,RADL3 BZ Equity,1.74E-05,Origin,RADL3 BZ 
18-01-18,TVSL IN Equity,0.070590264,Origin,TVSL IN 
18-01-18,300136 CH Equity,1.46E-05,Origin,300136 CH 
18-01-18,SECB PM Equity,0.056057075,Origin,SECB PM 
18-01-18,2199 HK Equity,0.021899258,Origin,2199 HK 
19-01-18,PAG IN Equity,0.092341743,Origin,PAG IN 
19-01-18,RAIL3 BZ Equity,0.103711222,Origin,RAIL3 BZ 
19-01-18,300136 CH Equity,1.37E-05,Origin,300136 CH 
19-01-18,KLBF IJ Equity,0.034747259,Origin,KLBF IJ 
19-01-18,4613 JT Equity,0.048338363,Origin,4613 JT 
19-01-18,MPI PM Equity,0.052554777,Origin,MPI PM 
19-01-18,6409 TT Equity,0.040161702,Origin,6409 TT 
19-01-18,002508 CH Equity,1.99E-05,Origin,002508 CH 
19-01-18,MIKA IJ Equity,0.023327749,Origin,MIKA IJ 
19-01-18,CIFC IN Equity,0.057089674,Origin,CIFC IN 
19-01-18,RADL3 BZ Equity,1.74E-05,Origin,RADL3 BZ 
19-01-18,ICT PM Equity,0.069220501,Origin,ICT PM 
19-01-18,CPN TB Equity,0.041661185,Origin,CPN TB 
19-01-18,JPYUSD Curncy,0,Origin,JPYUSD 
19-01-18,MRCO IN Equity,0.05101728,Origin,MRCO IN 
19-01-18,MXNUSD Curncy,0,Origin,MXNUSD 
19-01-18,URC PM Equity,0.022689317,Origin,URC PM 
19-01-18,TVSL IN Equity,0.070057254,Origin,TVSL IN 
19-01-18,EEM US Equity,0.033296058,Origin,EEM
19-01-18,SECB PM Equity,0.055693285,Origin,SECB PM 
19-01-18,GFREGIO MM Equity,0.029669188,Origin,GFREGIO MM 
19-01-18,RBK IN Equity,0.041261183,Origin,RBK IN 
19-01-18,EIM IN Equity,0.021765946,Origin,EIM IN 
19-01-18,2199 HK Equity,0.021612506,Origin,2199 HK 
19-01-18,LREN3 BZ Equity,1.60E-05,Origin,LREN3 BZ 
19-01-18,ALSEA* MM Equity,0.079407532,Origin,ALSEA* MM 
22-01-18,RBK IN Equity,0.04199875,Origin,RBK IN 
22-01-18,JPYUSD Curncy,0,Origin,JPYUSD 
22-01-18,MIKA IJ Equity,0.023180937,Origin,MIKA IJ 
22-01-18,SECB PM Equity,0.055904343,Origin,SECB PM 
22-01-18,RADL3 BZ Equity,1.74E-05,Origin,RADL3 BZ 
22-01-18,2199 HK Equity,0.021988488,Origin,2199 HK 
22-01-18,6409 TT Equity,0.040378551,Origin,6409 TT 
22-01-18,CPN TB Equity,0.041605215,Origin,CPN TB 
22-01-18,CIFC IN Equity,0.056715998,Origin,CIFC IN 
22-01-18,ICT PM Equity,0.069782971,Origin,ICT PM 
22-01-18,RAIL3 BZ Equity,0.102692918,Origin,RAIL3 BZ 
22-01-18,4613 JT Equity,0.048158001,Origin,4613 JT 
22-01-18,URC PM Equity,0.022587121,Origin,URC PM 
22-01-18,LREN3 BZ Equity,1.59E-05,Origin,LREN3 BZ 
22-01-18,KLBF IJ Equity,0.034598498,Origin,KLBF IJ 
22-01-18,002508 CH Equity,2.10E-05,Origin,002508 CH 
22-01-18,EIM IN Equity,0.021567585,Origin,EIM IN 
22-01-18,MRCO IN Equity,0.051576724,Origin,MRCO IN 
22-01-18,MXNUSD Curncy,0,Origin,MXNUSD 
22-01-18,PAG IN Equity,0.092558171,Origin,PAG IN 
22-01-18,TVSL IN Equity,0.070302084,Origin,TVSL IN 
22-01-18,EEM US Equity,0.031337649,Origin,EEM
22-01-18,GFREGIO MM Equity,0.029727783,Origin,GFREGIO MM 
22-01-18,300136 CH Equity,1.44E-05,Origin,300136 CH 
22-01-18,MPI PM Equity,0.052550218,Origin,MPI PM 
22-01-18,ALSEA* MM Equity,0.07864421,Origin,ALSEA* MM 
23-01-18,002508 CH Equity,2.10E-05,Origin,002508 CH 
23-01-18,GFREGIO MM Equity,0.029885735,Origin,GFREGIO MM 
23-01-18,SECB PM Equity,0.056218186,Origin,SECB PM 
23-01-18,MIKA IJ Equity,0.023476222,Origin,MIKA IJ 
23-01-18,LREN3 BZ Equity,1.55E-05,Origin,LREN3 BZ 
23-01-18,MPI PM Equity,0.052758585,Origin,MPI PM 
23-01-18,EIM IN Equity,0.02127245,Origin,EIM IN 
23-01-18,ALSEA* MM Equity,0.079256409,Origin,ALSEA* MM 
23-01-18,RBK IN Equity,0.04279159,Origin,RBK IN 
23-01-18,4613 JT Equity,0.04946473,Origin,4613 JT 
23-01-18,ICT PM Equity,0.069908387,Origin,ICT PM 
23-01-18,MRCO IN Equity,0.051547513,Origin,MRCO IN 
23-01-18,URC PM Equity,0.022610066,Origin,URC PM 
23-01-18,RADL3 BZ Equity,1.69E-05,Origin,RADL3 BZ 
23-01-18,EEM US Equity,0.030397032,Origin,EEM
23-01-18,JPYUSD Curncy,0,Origin,JPYUSD 
23-01-18,RAIL3 BZ Equity,0.099753693,Origin,RAIL3 BZ 
23-01-18,6409 TT Equity,0.039191992,Origin,6409 TT 
23-01-18,CPN TB Equity,0.041308034,Origin,CPN TB 
23-01-18,KLBF IJ Equity,0.035677333,Origin,KLBF IJ 
23-01-18,CIFC IN Equity,0.057213957,Origin,CIFC IN 
23-01-18,TVSL IN Equity,0.06994534,Origin,TVSL IN 
23-01-18,PAG IN Equity,0.09323626,Origin,PAG IN 
23-01-18,2199 HK Equity,0.021824043,Origin,2199 HK 
23-01-18,300136 CH Equity,1.37E-05,Origin,300136 CH 
23-01-18,MXNUSD Curncy,0,Origin,MXNUSD 
24-01-18,RAIL3 BZ Equity,0.108659752,Origin,RAIL3 BZ 
24-01-18,MXNUSD Curncy,0,Origin,MXNUSD 
24-01-18,GFREGIO MM Equity,0.030313583,Origin,GFREGIO MM 
24-01-18,RADL3 BZ Equity,1.75E-05,Origin,RADL3 BZ 
24-01-18,URC PM Equity,0.022657581,Origin,URC PM 
24-01-18,2199 HK Equity,0.021677122,Origin,2199 HK 
24-01-18,MPI PM Equity,0.051323729,Origin,MPI PM 
24-01-18,ICT PM Equity,0.067856137,Origin,ICT PM 
24-01-18,EIM IN Equity,0.020578072,Origin,EIM IN 
24-01-18,6409 TT Equity,0.038828765,Origin,6409 TT 
24-01-18,4613 JT Equity,0.04985895,Origin,4613 JT 
24-01-18,MRCO IN Equity,0.050929446,Origin,MRCO IN 
24-01-18,TVSL IN Equity,0.069425954,Origin,TVSL IN 
24-01-18,SECB PM Equity,0.056138725,Origin,SECB PM 
24-01-18,KLBF IJ Equity,0.035178137,Origin,KLBF IJ 
24-01-18,JPYUSD Curncy,0,Origin,JPYUSD 
24-01-18,LREN3 BZ Equity,1.65E-05,Origin,LREN3 BZ 
24-01-18,EEM US Equity,0.029084524,Origin,EEM
24-01-18,CIFC IN Equity,0.056530642,Origin,CIFC IN 
24-01-18,ALSEA* MM Equity,0.080144002,Origin,ALSEA* MM 
24-01-18,002508 CH Equity,2.10E-05,Origin,002508 CH 
24-01-18,CPN TB Equity,0.041360422,Origin,CPN TB 
24-01-18,PAG IN Equity,0.0927913,Origin,PAG IN 
24-01-18,300136 CH Equity,1.23E-05,Origin,300136 CH 
24-01-18,MIKA IJ Equity,0.023281943,Origin,MIKA IJ 
24-01-18,RBK IN Equity,0.040661236,Origin,RBK IN 
25-01-18,MPI PM Equity,0.051052364,Origin,MPI PM 
25-01-18,ALSEA* MM Equity,0.078074457,Origin,ALSEA* MM 
25-01-18,SECB PM Equity,0.055425346,Origin,SECB PM 
25-01-18,4613 JT Equity,0.049020323,Origin,4613 JT 
25-01-18,300136 CH Equity,1.20E-05,Origin,300136 CH 
25-01-18,LREN3 BZ Equity,1.63E-05,Origin,LREN3 BZ 
25-01-18,6409 TT Equity,0.039183742,Origin,6409 TT 
25-01-18,MIKA IJ Equity,0.023120834,Origin,MIKA IJ 
25-01-18,RAIL3 BZ Equity,0.107194727,Origin,RAIL3 BZ 
25-01-18,RBK IN Equity,0.040119241,Origin,RBK IN 
25-01-18,CIFC IN Equity,0.056088509,Origin,CIFC IN 
25-01-18,CPN TB Equity,0.041258572,Origin,CPN TB 
25-01-18,KLBF IJ Equity,0.034843038,Origin,KLBF IJ 
25-01-18,EEM US Equity,0.026771411,Origin,EEM
25-01-18,EIM IN Equity,0.020482014,Origin,EIM IN 
25-01-18,002508 CH Equity,2.04E-05,Origin,002508 CH 
25-01-18,JPYUSD Curncy,0,Origin,JPYUSD 
25-01-18,URC PM Equity,0.022330196,Origin,URC PM 
25-01-18,2199 HK Equity,0.021317822,Origin,2199 HK 
25-01-18,ICT PM Equity,0.06906237,Origin,ICT PM 
25-01-18,PAG IN Equity,0.091381437,Origin,PAG IN 
25-01-18,GFREGIO MM Equity,0.029819745,Origin,GFREGIO MM 
25-01-18,RADL3 BZ Equity,1.73E-05,Origin,RADL3 BZ 
25-01-18,MRCO IN Equity,0.049928429,Origin,MRCO IN 
25-01-18,TVSL IN Equity,0.068596859,Origin,TVSL IN 
25-01-18,MXNUSD Curncy,0,Origin,MXNUSD 
26-01-18,4613 JT Equity,0.048803594,Origin,4613 JT 
26-01-18,002508 CH Equity,2.09E-05,Origin,002508 CH 
26-01-18,6409 TT Equity,0.038587849,Origin,6409 TT 
26-01-18,EIM IN Equity,0.020379449,Origin,EIM IN 
26-01-18,RAIL3 BZ Equity,0.112732777,Origin,RAIL3 BZ 
26-01-18,TVSL IN Equity,0.068253356,Origin,TVSL IN 
26-01-18,2199 HK Equity,0.021067725,Origin,2199 HK 
26-01-18,RBK IN Equity,0.039918022,Origin,RBK IN 
26-01-18,CIFC IN Equity,0.055807642,Origin,CIFC IN 
26-01-18,URC PM Equity,0.02237843,Origin,URC PM 
26-01-18,ALSEA* MM Equity,0.076489281,Origin,ALSEA* MM 
26-01-18,300136 CH Equity,1.13E-05,Origin,300136 CH 
26-01-18,PAG IN Equity,0.090923838,Origin,PAG IN 
26-01-18,CPN TB Equity,0.041657878,Origin,CPN TB 
26-01-18,MXNUSD Curncy,0,Origin,MXNUSD 
26-01-18,MIKA IJ Equity,0.022915369,Origin,MIKA IJ 
26-01-18,RADL3 BZ Equity,1.74E-05,Origin,RADL3 BZ 
26-01-18,JPYUSD Curncy,0,Origin,JPYUSD 
26-01-18,MRCO IN Equity,0.049678409,Origin,MRCO IN 
26-01-18,EEM US Equity,0.027003933,Origin,EEM
26-01-18,GFREGIO MM Equity,0.029945936,Origin,GFREGIO MM 
26-01-18,KLBF IJ Equity,0.034022102,Origin,KLBF IJ 
26-01-18,LREN3 BZ Equity,1.67E-05,Origin,LREN3 BZ 
26-01-18,ICT PM Equity,0.068383059,Origin,ICT PM 
26-01-18,MPI PM Equity,0.050698035,Origin,MPI PM 
26-01-18,SECB PM Equity,0.055079029,Origin,SECB PM 
29-01-18,300136 CH Equity,1.11E-05,Origin,300136 CH 
29-01-18,EIM IN Equity,0.023082429,Origin,EIM IN 
29-01-18,ALSEA* MM Equity,0.075261061,Origin,ALSEA* MM 
29-01-18,URC PM Equity,0.022182171,Origin,URC PM 
29-01-18,MRCO IN Equity,0.050221588,Origin,MRCO IN 
29-01-18,JPYUSD Curncy,0,Origin,JPYUSD 
29-01-18,CPN TB Equity,0.041135063,Origin,CPN TB 
29-01-18,MIKA IJ Equity,0.022837316,Origin,MIKA IJ 
29-01-18,KLBF IJ Equity,0.033906238,Origin,KLBF IJ 
29-01-18,RAIL3 BZ Equity,0.110325427,Origin,RAIL3 BZ 
29-01-18,CIFC IN Equity,0.055921628,Origin,CIFC IN 
29-01-18,4613 JT Equity,0.048253542,Origin,4613 JT 
29-01-18,RBK IN Equity,0.039498508,Origin,RBK IN 
29-01-18,TVSL IN Equity,0.069721733,Origin,TVSL IN 
29-01-18,PAG IN Equity,0.090625295,Origin,PAG IN 
29-01-18,MXNUSD Curncy,0,Origin,MXNUSD 
29-01-18,LREN3 BZ Equity,1.63E-05,Origin,LREN3 BZ 
29-01-18,MPI PM Equity,0.050158116,Origin,MPI PM 
29-01-18,6409 TT Equity,0.039645033,Origin,6409 TT 
29-01-18,RADL3 BZ Equity,1.72E-05,Origin,RADL3 BZ 
29-01-18,002508 CH Equity,2.01E-05,Origin,002508 CH 
29-01-18,SECB PM Equity,0.05490753,Origin,SECB PM 
29-01-18,GFREGIO MM Equity,0.029776048,Origin,GFREGIO MM 
29-01-18,ICT PM Equity,0.066805367,Origin,ICT PM 
29-01-18,EEM US Equity,0.020517099,Origin,EEM
29-01-18,2199 HK Equity,0.020889016,Origin,2199 HK 
30-01-18,KLBF IJ Equity,0.033603487,Origin,KLBF IJ 
30-01-18,PAG IN Equity,0.091247339,Origin,PAG IN 
30-01-18,RADL3 BZ Equity,1.74E-05,Origin,RADL3 BZ 
30-01-18,ICT PM Equity,0.066481062,Origin,ICT PM 
30-01-18,EEM US Equity,0.020582661,Origin,EEM
30-01-18,LREN3 BZ Equity,1.65E-05,Origin,LREN3 BZ 
30-01-18,6409 TT Equity,0.039468355,Origin,6409 TT 
30-01-18,URC PM Equity,0.021565194,Origin,URC PM 
30-01-18,MXNUSD Curncy,0,Origin,MXNUSD 
30-01-18,CIFC IN Equity,0.055902571,Origin,CIFC IN 
30-01-18,002508 CH Equity,2.03E-05,Origin,002508 CH 
30-01-18,TVSL IN Equity,0.07034193,Origin,TVSL IN 
30-01-18,MIKA IJ Equity,0.023110611,Origin,MIKA IJ 
30-01-18,JPYUSD Curncy,0,Origin,JPYUSD 
30-01-18,RAIL3 BZ Equity,0.110490525,Origin,RAIL3 BZ 
30-01-18,MRCO IN Equity,0.051842845,Origin,MRCO IN 
30-01-18,CPN TB Equity,0.041116189,Origin,CPN TB 
30-01-18,SECB PM Equity,0.054486441,Origin,SECB PM 
30-01-18,EIM IN Equity,0.024900355,Origin,EIM IN 
30-01-18,ALSEA* MM Equity,0.075179119,Origin,ALSEA* MM 
30-01-18,2199 HK Equity,0.020536399,Origin,2199 HK 
30-01-18,RBK IN Equity,0.040185039,Origin,RBK IN 
30-01-18,GFREGIO MM Equity,0.029559937,Origin,GFREGIO MM 
30-01-18,MPI PM Equity,0.049675798,Origin,MPI PM 
30-01-18,4613 JT Equity,0.048673104,Origin,4613 JT 
30-01-18,300136 CH Equity,1.18E-05,Origin,300136 CH 
31-01-18,MIKA IJ Equity,0.023201425,Origin,MIKA IJ 
31-01-18,EIM IN Equity,0.026996744,Origin,EIM IN 
31-01-18,4613 JT Equity,0.047761109,Origin,4613 JT 
31-01-18,300136 CH Equity,1.19E-05,Origin,300136 CH 
31-01-18,PAG IN Equity,0.090076633,Origin,PAG IN 
31-01-18,TVSL IN Equity,0.068414399,Origin,TVSL IN 
31-01-18,LREN3 BZ Equity,1.66E-05,Origin,LREN3 BZ 
31-01-18,002508 CH Equity,2.11E-05,Origin,002508 CH 
31-01-18,CIFC IN Equity,0.055637529,Origin,CIFC IN 
31-01-18,EEM US Equity,0.019527635,Origin,EEM
31-01-18,GFREGIO MM Equity,0.030462423,Origin,GFREGIO MM 
31-01-18,6409 TT Equity,0.038686417,Origin,6409 TT 
31-01-18,MPI PM Equity,0.049331275,Origin,MPI PM 
31-01-18,URC PM Equity,0.021271239,Origin,URC PM 
31-01-18,2199 HK Equity,0.020485024,Origin,2199 HK 
31-01-18,CPN TB Equity,0.041571258,Origin,CPN TB 
31-01-18,RAIL3 BZ Equity,0.115444709,Origin,RAIL3 BZ 
31-01-18,JPYUSD Curncy,0,Origin,JPYUSD 
31-01-18,SECB PM Equity,0.054266981,Origin,SECB PM 
31-01-18,ALSEA* MM Equity,0.075907681,Origin,ALSEA* MM 
31-01-18,KLBF IJ Equity,0.033748318,Origin,KLBF IJ 
31-01-18,ICT PM Equity,0.068542505,Origin,ICT PM 
31-01-18,RADL3 BZ Equity,1.72E-05,Origin,RADL3 BZ 
31-01-18,RBK IN Equity,0.040268387,Origin,RBK IN 
31-01-18,MXNUSD Curncy,0,Origin,MXNUSD 
31-01-18,MRCO IN Equity,0.050672403,Origin,MRCO IN 
1/2/2018,MIKA IJ Equity,0.023290728,Origin,MIKA IJ 
1/2/2018,GFREGIO MM Equity,0.030809569,Origin,GFREGIO MM 
1/2/2018,ALSEA* MM Equity,0.077911624,Origin,ALSEA* MM 
1/2/2018,EEM US Equity,0.019290137,Origin,EEM
1/2/2018,KLBF IJ Equity,0.034106122,Origin,KLBF IJ 
1/2/2018,JPYUSD Curncy,0,Origin,JPYUSD 
1/2/2018,MRCO IN Equity,0.050687372,Origin,MRCO IN 
1/2/2018,ICT PM Equity,0.066686455,Origin,ICT PM 
1/2/2018,MXNUSD Curncy,0,Origin,MXNUSD 
1/2/2018,6409 TT Equity,0.038735957,Origin,6409 TT 
1/2/2018,2199 HK Equity,0.021134621,Origin,2199 HK 
1/2/2018,URC PM Equity,0.021094372,Origin,URC PM 
1/2/2018,MPI PM Equity,0.049469411,Origin,MPI PM 
1/2/2018,PAG IN Equity,0.089035517,Origin,PAG IN 
1/2/2018,RBK IN Equity,0.040199272,Origin,RBK IN 
1/2/2018,002508 CH Equity,2.08E-05,Origin,002508 CH 
1/2/2018,CIFC IN Equity,0.057521937,Origin,CIFC IN 
1/2/2018,300136 CH Equity,1.19E-05,Origin,300136 CH 
1/2/2018,CPN TB Equity,0.041945371,Origin,CPN TB 
1/2/2018,RAIL3 BZ Equity,0.115267476,Origin,RAIL3 BZ 
1/2/2018,SECB PM Equity,0.053908122,Origin,SECB PM 
1/2/2018,RADL3 BZ Equity,1.70E-05,Origin,RADL3 BZ 
1/2/2018,TVSL IN Equity,0.065644547,Origin,TVSL IN 
1/2/2018,EIM IN Equity,0.030189033,Origin,EIM IN 
1/2/2018,4613 JT Equity,0.047917672,Origin,4613 JT 
1/2/2018,LREN3 BZ Equity,1.66E-05,Origin,LREN3 BZ 
2/2/2018,MXNUSD Curncy,0,Origin,MXNUSD 
2/2/2018,CIFC IN Equity,0.056196828,Origin,CIFC IN 
2/2/2018,TVSL IN Equity,0.064567258,Origin,TVSL IN 
2/2/2018,SECB PM Equity,0.054700436,Origin,SECB PM 
2/2/2018,RADL3 BZ Equity,1.69E-05,Origin,RADL3 BZ 
2/2/2018,CPN TB Equity,0.042226228,Origin,CPN TB 
2/2/2018,PAG IN Equity,0.08578423,Origin,PAG IN 
2/2/2018,MRCO IN Equity,0.050825708,Origin,MRCO IN 
2/2/2018,4613 JT Equity,0.04846562,Origin,4613 JT 
2/2/2018,EIM IN Equity,0.031731595,Origin,EIM IN 
2/2/2018,ALSEA* MM Equity,0.079365416,Origin,ALSEA* MM 
2/2/2018,JPYUSD Curncy,0,Origin,JPYUSD 
2/2/2018,GFREGIO MM Equity,0.031259706,Origin,GFREGIO MM 
2/2/2018,EEM US Equity,0.01706343,Origin,EEM
2/2/2018,ICT PM Equity,0.067582221,Origin,ICT PM 
2/2/2018,300136 CH Equity,1.30E-05,Origin,300136 CH 
2/2/2018,MPI PM Equity,0.05025627,Origin,MPI PM 
2/2/2018,2199 HK Equity,0.021899776,Origin,2199 HK 
2/2/2018,LREN3 BZ Equity,1.65E-05,Origin,LREN3 BZ 
2/2/2018,002508 CH Equity,2.19E-05,Origin,002508 CH 
2/2/2018,MIKA IJ Equity,0.024104772,Origin,MIKA IJ 
2/2/2018,RBK IN Equity,0.03970839,Origin,RBK IN 
